,date,VIX^2
358,1997-07-02,388.09
359,1997-07-03,317.5524000000001
360,1997-07-07,365.9569
361,1997-07-08,351.9376000000001
362,1997-07-09,416.16
363,1997-07-10,396.80640000000005
364,1997-07-11,363.2836
365,1997-07-14,383.37639999999993
366,1997-07-15,361.0
367,1997-07-16,374.8096
368,1997-07-17,421.8916
369,1997-07-18,496.3984
370,1997-07-21,552.7201000000001
371,1997-07-22,473.9329
372,1997-07-23,453.69000000000005
373,1997-07-24,439.3216000000001
374,1997-07-25,433.4724
375,1997-07-28,476.9856
376,1997-07-29,484.8804
377,1997-07-30,457.5321
378,1997-07-31,461.3904
379,1997-08-01,496.8441
380,1997-08-04,481.36360000000013
381,1997-08-05,426.0096
382,1997-08-06,402.00250000000005
383,1997-08-07,390.8529
384,1997-08-08,504.4516
385,1997-08-11,518.4729
386,1997-08-12,564.0625
387,1997-08-13,601.2304
388,1997-08-14,534.0721
389,1997-08-15,597.8025
390,1997-08-18,593.8969000000002
391,1997-08-19,512.5696
392,1997-08-20,444.7881
393,1997-08-21,567.8688999999998
394,1997-08-22,612.0676
395,1997-08-25,580.8100000000002
396,1997-08-26,611.5729
397,1997-08-27,588.5476000000001
398,1997-08-28,600.7401000000001
399,1997-08-29,613.0576000000002
400,1997-09-02,601.7209
401,1997-09-03,622.5024999999998
402,1997-09-04,638.5729
403,1997-09-05,590.9761
404,1997-09-08,595.3599999999999
405,1997-09-09,570.7321000000002
406,1997-09-10,607.1296
407,1997-09-11,675.4800999999999
408,1997-09-12,633.5289000000001
409,1997-09-15,662.5475999999999
410,1997-09-16,565.0129
411,1997-09-17,580.8100000000002
412,1997-09-18,551.3104000000002
413,1997-09-19,517.1075999999998
414,1997-09-22,487.52639999999985
415,1997-09-23,484.0
416,1997-09-24,512.5696
417,1997-09-25,527.1616
418,1997-09-26,495.50760000000014
419,1997-09-29,494.1729
420,1997-09-30,524.8681
421,1997-10-01,498.1824
422,1997-10-02,495.9529
423,1997-10-03,463.9716
424,1997-10-06,466.9921
425,1997-10-07,411.6841
426,1997-10-08,442.6816
427,1997-10-09,497.7361
428,1997-10-10,390.0625
429,1997-10-13,410.46760000000006
430,1997-10-14,399.6001
431,1997-10-15,402.00250000000005
432,1997-10-16,421.4809
433,1997-10-17,470.45610000000005
434,1997-10-20,429.3184
435,1997-10-21,381.4209
436,1997-10-22,394.4196
437,1997-10-23,528.5400999999998
438,1997-10-24,536.8489000000002
439,1997-10-27,968.4544
440,1997-10-28,974.6884
441,1997-10-29,1139.0625
442,1997-10-30,1459.2400000000002
443,1997-10-31,1231.3081000000002
444,1997-11-03,1029.7681000000002
445,1997-11-04,1039.4176000000002
446,1997-11-05,1035.5524
447,1997-11-06,1060.8049
448,1997-11-07,1315.5129000000004
449,1997-11-10,1341.7569
450,1997-11-11,1323.5044000000005
451,1997-11-12,1411.5049
452,1997-11-13,1342.4896
453,1997-11-14,1132.9955999999995
454,1997-11-17,997.2964
455,1997-11-18,995.4025
456,1997-11-19,895.8049
457,1997-11-20,746.3824
458,1997-11-21,710.2225
459,1997-11-24,888.0400000000002
460,1997-11-25,838.1025
461,1997-11-28,752.4049
462,1997-12-01,676.5201000000002
463,1997-12-02,658.4356
464,1997-12-03,572.1664000000002
465,1997-12-04,568.3456
466,1997-12-05,513.0224999999998
467,1997-12-08,539.1683999999998
468,1997-12-09,545.6895999999998
469,1997-12-10,602.7025
470,1997-12-11,763.4168999999998
471,1997-12-12,779.5264000000002
472,1997-12-15,749.1169000000001
473,1997-12-16,681.7321
474,1997-12-17,693.2688999999998
475,1997-12-18,739.2961
476,1997-12-19,851.4724
477,1997-12-22,815.6736
478,1997-12-23,891.6196
479,1997-12-24,916.2729
480,1997-12-26,856.7329
481,1997-12-29,717.7040999999998
482,1997-12-30,594.3843999999998
483,1997-12-31,576.4801000000001
484,1998-01-02,548.4964000000001
485,1998-01-05,593.4096
486,1998-01-06,658.4356
487,1998-01-07,628.5049
488,1998-01-08,676.5201000000002
489,1998-01-09,823.1161000000002
490,1998-01-12,785.1204
491,1998-01-13,633.5289000000001
492,1998-01-14,564.0625
493,1998-01-15,549.9024999999998
494,1998-01-16,468.72249999999985
495,1998-01-20,468.72249999999985
496,1998-01-21,507.6009
497,1998-01-22,536.3856
498,1998-01-23,543.8224
499,1998-01-26,574.5609
500,1998-01-27,495.9529
501,1998-01-28,486.6436
502,1998-01-29,468.72249999999985
503,1998-01-30,460.96089999999987
504,1998-02-02,456.2496
505,1998-02-03,427.24890000000005
506,1998-02-04,422.3025
507,1998-02-05,453.2641
508,1998-02-06,420.66010000000006
509,1998-02-09,464.4025
510,1998-02-10,426.8356
511,1998-02-11,415.3444
512,1998-02-12,389.2729
513,1998-02-13,393.6256
514,1998-02-17,430.97760000000005
515,1998-02-18,386.5156
516,1998-02-19,395.2144
517,1998-02-20,361.0
518,1998-02-23,360.62009999999987
519,1998-02-24,374.42250000000007
520,1998-02-25,346.7044
521,1998-02-26,347.0769
522,1998-02-27,344.1025
523,1998-03-02,368.25610000000006
524,1998-03-03,362.5216
525,1998-03-04,383.37639999999993
526,1998-03-05,438.0649
527,1998-03-06,366.3396
528,1998-03-09,409.2529
529,1998-03-10,377.5249
530,1998-03-11,356.8321
531,1998-03-12,333.0625
532,1998-03-13,350.06410000000005
533,1998-03-16,342.6201000000001
534,1998-03-17,348.1956
535,1998-03-18,334.5241
536,1998-03-19,315.41760000000005
537,1998-03-20,349.31610000000006
538,1998-03-23,399.2004
539,1998-03-24,420.66010000000006
540,1998-03-25,508.0516
541,1998-03-26,520.2960999999998
542,1998-03-27,550.8408999999998
543,1998-03-30,608.1156
544,1998-03-31,586.6084
545,1998-04-01,546.1569000000002
546,1998-04-02,483.1204
547,1998-04-03,476.1124
548,1998-04-06,504.90089999999987
549,1998-04-07,559.7956
550,1998-04-08,536.8489000000002
551,1998-04-09,462.68010000000015
552,1998-04-13,518.4729
553,1998-04-14,466.9921
554,1998-04-15,436.3921
555,1998-04-16,486.6436
556,1998-04-17,430.97760000000005
557,1998-04-20,415.7521
558,1998-04-21,396.4081
559,1998-04-22,394.8169
560,1998-04-23,424.36000000000007
561,1998-04-24,482.6809
562,1998-04-27,680.6881
563,1998-04-28,584.1889000000001
564,1998-04-29,518.9284
565,1998-04-30,448.5924
566,1998-05-01,374.0356
567,1998-05-04,412.9024
568,1998-05-05,460.5316
569,1998-05-06,519.3841
570,1998-05-07,547.0921000000002
571,1998-05-08,423.1249
572,1998-05-11,443.1025
573,1998-05-12,440.1604
574,1998-05-13,417.7936
575,1998-05-14,385.7296
576,1998-05-15,417.7936
577,1998-05-18,470.45610000000005
578,1998-05-19,415.7521
579,1998-05-20,395.6121
580,1998-05-21,375.5844
581,1998-05-22,360.62009999999987
582,1998-05-26,487.0849
583,1998-05-27,510.3081
584,1998-05-28,430.1476
585,1998-05-29,454.5424
586,1998-06-01,521.2089
587,1998-06-02,484.0
588,1998-06-03,522.1225000000002
589,1998-06-04,450.2884
590,1998-06-05,391.24840000000006
591,1998-06-08,423.5364
592,1998-06-09,421.0704
593,1998-06-10,461.3904
594,1998-06-11,555.5449
595,1998-06-12,518.9284
596,1998-06-15,686.4399999999998
597,1998-06-16,615.0400000000002
598,1998-06-17,510.3081
599,1998-06-18,487.9681
600,1998-06-19,466.9921
601,1998-06-22,481.36360000000013
602,1998-06-23,406.82890000000015
603,1998-06-24,400.8004
604,1998-06-25,410.0625
605,1998-06-26,374.8096
606,1998-06-29,382.9849
607,1998-06-30,388.4841
608,1998-07-01,324.0
609,1998-07-02,312.22890000000007
610,1998-07-06,347.0769
611,1998-07-07,346.7044
612,1998-07-08,317.5524000000001
613,1998-07-09,329.7856
614,1998-07-10,321.1264000000001
615,1998-07-13,333.4276000000001
616,1998-07-14,319.6944
617,1998-07-15,320.0521
618,1998-07-16,287.9809
619,1998-07-17,263.41290000000004
620,1998-07-20,300.6756
621,1998-07-21,404.0100000000001
622,1998-07-22,412.9024
623,1998-07-23,529.4601000000001
624,1998-07-24,529.4601000000001
625,1998-07-27,534.9969
626,1998-07-28,637.5625
627,1998-07-29,614.5441
628,1998-07-30,513.4756
629,1998-07-31,615.0400000000002
630,1998-08-03,674.9604
631,1998-08-04,964.7236
632,1998-08-05,889.8288999999999
633,1998-08-06,795.24
634,1998-08-07,730.0803999999998
635,1998-08-10,826.5625
636,1998-08-11,1018.2481
637,1998-08-12,815.1025000000002
638,1998-08-13,895.2064000000001
639,1998-08-14,1207.5625
640,1998-08-17,1015.0596
641,1998-08-18,806.56
642,1998-08-19,823.1161000000002
643,1998-08-20,900.0
644,1998-08-21,1098.2596
645,1998-08-24,1011.24
646,1998-08-25,919.9089
647,1998-08-26,969.6996
648,1998-08-27,1486.1024999999993
649,1998-08-28,1568.16
650,1998-08-31,1960.7184
651,1998-09-01,1330.7904
652,1998-09-02,1351.2976
653,1998-09-03,1716.4449
654,1998-09-04,1875.7561000000005
655,1998-09-08,1436.41
656,1998-09-09,1572.9155999999996
657,1998-09-10,2051.1841
658,1998-09-11,1913.1876
659,1998-09-14,1487.6449
660,1998-09-15,1338.0964
661,1998-09-16,1291.6835999999996
662,1998-09-17,1538.9928999999993
663,1998-09-18,1492.2769000000005
664,1998-09-21,1488.4163999999996
665,1998-09-22,1341.0243999999998
666,1998-09-23,1054.3009
667,1998-09-24,1201.3155999999994
668,1998-09-25,1193.7025
669,1998-09-28,1215.9168999999995
670,1998-09-29,1301.7664
671,1998-09-30,1676.9025
672,1998-10-01,1890.5104
673,1998-10-02,1637.8209
674,1998-10-05,1832.6961
675,1998-10-06,1697.4400000000005
676,1998-10-07,1893.1201
677,1998-10-08,2092.1476
678,1998-10-09,1745.5684
679,1998-10-12,1605.6049
680,1998-10-13,1618.4528999999998
681,1998-10-14,1517.8816000000004
682,1998-10-15,1111.5556
683,1998-10-16,1212.4324
684,1998-10-19,1097.5969000000002
685,1998-10-20,1096.2721
686,1998-10-21,1102.9041
687,1998-10-22,994.1409
688,1998-10-23,1041.3529
689,1998-10-26,1048.4644
690,1998-10-27,1085.7025
691,1998-10-28,1051.0564000000004
692,1998-10-29,870.25
693,1998-10-30,786.8025
694,1998-11-02,743.1076
695,1998-11-03,770.6176
696,1998-11-04,749.1169000000001
697,1998-11-05,676.5201000000002
698,1998-11-06,660.49
699,1998-11-09,789.0481
700,1998-11-10,793.5489000000001
701,1998-11-11,810.5409
702,1998-11-12,857.3184000000001
703,1998-11-13,842.7409
704,1998-11-16,835.2099999999998
705,1998-11-17,781.2025
706,1998-11-18,736.0369
707,1998-11-19,650.25
708,1998-11-20,504.90089999999987
709,1998-11-23,476.9856
710,1998-11-24,541.9584000000001
711,1998-11-25,490.6225
712,1998-11-27,487.9681
713,1998-11-30,676.5201000000002
714,1998-12-01,623.5008999999999
715,1998-12-02,646.6849
716,1998-12-03,823.6899999999998
717,1998-12-04,640.5961
718,1998-12-07,620.0099999999999
719,1998-12-08,654.3363999999998
720,1998-12-09,658.4356
721,1998-12-10,718.7760999999998
722,1998-12-11,768.3983999999998
723,1998-12-14,980.3161
724,1998-12-15,865.5364000000002
725,1998-12-16,897.6016000000002
726,1998-12-17,781.7616
727,1998-12-18,627.0015999999998
728,1998-12-21,569.2995999999998
729,1998-12-22,518.9284
730,1998-12-23,408.44410000000005
731,1998-12-24,461.3904
732,1998-12-28,552.25
733,1998-12-29,491.9524
734,1998-12-30,544.7556
735,1998-12-31,596.3364000000001
736,1999-01-04,684.8689
737,1999-01-05,598.2916
738,1999-01-06,544.7556
739,1999-01-07,593.8969000000002
740,1999-01-08,541.9584000000001
741,1999-01-11,648.2116000000002
742,1999-01-12,789.6100000000001
743,1999-01-13,906.6121
744,1999-01-14,1087.6803999999997
745,1999-01-15,854.9775999999998
746,1999-01-19,854.9775999999998
747,1999-01-20,817.96
748,1999-01-21,956.0464
749,1999-01-22,1020.8025
750,1999-01-25,969.0769
751,1999-01-26,854.3929
752,1999-01-27,883.8729000000002
753,1999-01-28,790.1721
754,1999-01-29,689.0625
755,1999-02-01,765.6289
756,1999-02-02,792.9856
757,1999-02-03,777.2944
758,1999-02-04,869.0704000000002
759,1999-02-05,880.3089000000001
760,1999-02-08,916.2729
761,1999-02-09,983.4496
762,1999-02-10,927.2025
763,1999-02-11,751.8564000000001
764,1999-02-12,885.6576000000001
765,1999-02-16,879.1225
766,1999-02-17,939.4225
767,1999-02-18,927.2025
768,1999-02-19,858.49
769,1999-02-22,669.2569000000002
770,1999-02-23,701.7200999999999
771,1999-02-24,740.3841000000001
772,1999-02-25,784.5601
773,1999-02-26,777.2944
774,1999-03-01,804.8569000000001
775,1999-03-02,853.8083999999999
776,1999-03-03,843.3216
777,1999-03-04,711.2889000000001
778,1999-03-05,579.8463999999999
779,1999-03-08,602.2116
780,1999-03-09,626.0004
781,1999-03-10,614.5441
782,1999-03-11,593.8969000000002
783,1999-03-12,617.0255999999998
784,1999-03-15,637.0575999999999
785,1999-03-16,632.5224999999998
786,1999-03-17,653.8249000000002
787,1999-03-18,582.2569
788,1999-03-19,591.4624
789,1999-03-22,625.0
790,1999-03-23,743.6528999999998
791,1999-03-24,707.5600000000002
792,1999-03-25,591.9488999999999
793,1999-03-26,577.9216
794,1999-03-29,554.1315999999998
795,1999-03-30,516.6529
796,1999-03-31,541.0276000000001
797,1999-04-01,486.6436
798,1999-04-05,492.3961000000001
799,1999-04-06,513.0224999999998
800,1999-04-07,520.2960999999998
801,1999-04-08,510.3081
802,1999-04-09,473.9329
803,1999-04-12,480.9249
804,1999-04-13,516.6529
805,1999-04-14,622.0036000000001
806,1999-04-15,572.6449
807,1999-04-16,571.2099999999998
808,1999-04-19,698.0164000000002
809,1999-04-20,626.0004
810,1999-04-21,543.3561
811,1999-04-22,511.66440000000006
812,1999-04-23,518.0176
813,1999-04-26,553.6609000000002
814,1999-04-27,545.6895999999998
815,1999-04-28,595.3599999999999
816,1999-04-29,628.0035999999999
817,1999-04-30,628.5049
818,1999-05-03,583.2225
819,1999-05-04,656.3844
820,1999-05-05,634.5361
821,1999-05-06,752.9536
822,1999-05-07,643.1296
823,1999-05-10,708.6244
824,1999-05-11,656.3844
825,1999-05-12,682.7769
826,1999-05-13,626.0004
827,1999-05-14,721.4596
828,1999-05-17,744.1984000000001
829,1999-05-18,743.1076
830,1999-05-19,629.0063999999999
831,1999-05-20,598.2916
832,1999-05-21,595.3599999999999
833,1999-05-24,762.8644
834,1999-05-25,835.2099999999998
835,1999-05-26,760.1049
836,1999-05-27,790.7344
837,1999-05-28,644.6521
838,1999-06-01,708.6244
839,1999-06-02,686.9641
840,1999-06-03,686.4399999999998
841,1999-06-04,548.9649
842,1999-06-07,565.4884000000002
843,1999-06-08,576.9603999999998
844,1999-06-09,571.2099999999998
845,1999-06-10,641.1024
846,1999-06-11,670.81
847,1999-06-14,702.7801000000002
848,1999-06-15,671.3281000000002
849,1999-06-16,501.75999999999993
850,1999-06-17,481.8025
851,1999-06-18,473.0625
852,1999-06-21,475.6761
853,1999-06-22,470.89
854,1999-06-23,454.5424
855,1999-06-24,531.7636
856,1999-06-25,473.49760000000015
857,1999-06-28,512.1169
858,1999-06-29,506.70010000000013
859,1999-06-30,444.7881
860,1999-07-01,387.69610000000006
861,1999-07-02,348.1956
862,1999-07-06,429.7329
863,1999-07-07,414.12250000000006
864,1999-07-08,379.08089999999993
865,1999-07-09,322.56160000000006
866,1999-07-12,389.2729
867,1999-07-13,398.0025
868,1999-07-14,388.4841
869,1999-07-15,348.9424
870,1999-07-16,303.4564000000001
871,1999-07-19,363.6649
872,1999-07-20,474.8041
873,1999-07-21,460.5316
874,1999-07-22,531.3025
875,1999-07-23,543.8224
876,1999-07-26,624.0004
877,1999-07-27,539.6329000000002
878,1999-07-28,522.1225000000002
879,1999-07-29,601.2304
880,1999-07-30,607.1296
881,1999-08-02,654.8481
882,1999-08-03,690.1129
883,1999-08-04,750.7599999999999
884,1999-08-05,729.5401
885,1999-08-06,707.5600000000002
886,1999-08-09,765.0756
887,1999-08-10,809.4024999999998
888,1999-08-11,644.6521
889,1999-08-12,626.5009
890,1999-08-13,497.7361
891,1999-08-16,532.2249
892,1999-08-17,469.58890000000014
893,1999-08-18,542.89
894,1999-08-19,594.8721
895,1999-08-20,526.7025
896,1999-08-23,508.50250000000005
897,1999-08-24,501.75999999999993
898,1999-08-25,439.3216000000001
899,1999-08-26,449.86410000000006
900,1999-08-27,476.5489
901,1999-08-30,606.6369
902,1999-08-31,597.8025
903,1999-09-01,525.7849
904,1999-09-02,601.7209
905,1999-09-03,440.1604
906,1999-09-07,549.4336000000002
907,1999-09-08,567.3924000000002
908,1999-09-09,529.4601000000001
909,1999-09-10,485.32090000000005
910,1999-09-13,523.9521
911,1999-09-14,565.0129
912,1999-09-15,603.1936
913,1999-09-16,637.5625
914,1999-09-17,542.89
915,1999-09-20,577.4409
916,1999-09-21,657.9224999999999
917,1999-09-22,634.5361
918,1999-09-23,775.0656
919,1999-09-24,772.2841
920,1999-09-27,696.9599999999998
921,1999-09-28,679.1235999999999
922,1999-09-29,701.7200999999999
923,1999-09-30,645.6681
924,1999-10-01,621.5049
925,1999-10-04,598.2916
926,1999-10-05,614.5441
927,1999-10-06,486.6436
928,1999-10-07,556.0164
