,date,VRP
1753,2003-01-22,132.9455821218262
1754,2003-01-23,100.58260802054963
1755,2003-01-24,191.09727110098981
1756,2003-01-27,267.72771066587984
1757,2003-01-28,196.0135642321285
1758,2003-01-29,178.97524137540404
1759,2003-01-30,181.45174501822555
1760,2003-01-31,175.39390032501888
1761,2003-02-03,170.96837391911606
1762,2003-02-04,218.8328566666919
1763,2003-02-05,224.93226768183695
1764,2003-02-06,235.1657173377671
1765,2003-02-07,252.2370616671551
1766,2003-02-10,252.1886576876857
1767,2003-02-11,245.7013309977158
1768,2003-02-12,262.3483925969347
1769,2003-02-13,245.1168195732971
1770,2003-02-14,217.7772687573472
1771,2003-02-18,179.6047993598828
1772,2003-02-19,182.60726632828914
1773,2003-02-20,179.72736121219214
1774,2003-02-21,159.04317636932728
1775,2003-02-24,200.0439992289363
1776,2003-02-25,193.02888776487202
1777,2003-02-26,201.8569087975469
1778,2003-02-27,168.4814931229581
1779,2003-02-28,147.85687910839704
1780,2003-03-03,166.4209596560271
1781,2003-03-04,202.1621944694533
1782,2003-03-05,167.2255540914981
1783,2003-03-06,190.38589407028599
1784,2003-03-07,183.98001398489168
1785,2003-03-10,238.90772595719113
1786,2003-03-11,243.54428110846425
1787,2003-03-12,241.1249498407276
1788,2003-03-13,197.46969159988998
1789,2003-03-14,173.180953661819
1790,2003-03-17,192.49839293959576
1791,2003-03-18,154.84674749655835
1792,2003-03-19,183.4018922946184
1793,2003-03-20,158.75207861382285
1794,2003-03-21,118.82106179122945
1795,2003-03-24,155.6666831099227
1796,2003-03-25,113.20447508095867
1797,2003-03-26,102.76318982976568
1798,2003-03-27,97.0464338420336
1799,2003-03-28,93.38834534494049
1800,2003-03-31,124.47908877019779
1801,2003-04-01,105.5997580763941
1802,2003-04-02,97.79668364382019
1803,2003-04-03,99.7082064398204
1804,2003-04-04,120.28097834947835
1805,2003-04-07,105.64258105436477
1806,2003-04-08,77.80819610976175
1807,2003-04-09,80.64851079526034
1808,2003-04-10,49.47734099221384
1809,2003-04-11,27.08316667386157
1810,2003-04-14,13.921032955493502
1811,2003-04-15,-2.929987461219298
1812,2003-04-16,2.341309856957821
1813,2003-04-17,-15.525152842143143
1814,2003-04-21,-8.858956502709873
1815,2003-04-22,-29.32082494677428
1816,2003-04-23,-27.448737305112502
1817,2003-04-24,-29.124340340689514
1818,2003-04-25,-21.31305327742706
1819,2003-04-28,-21.46726048309904
1820,2003-04-29,-24.29225754146313
1821,2003-04-30,-16.93142933191939
1822,2003-05-01,-9.148797744849503
1823,2003-05-02,-23.985459431612185
