This file contains the VIX futures returns used in the paper 'Risk Premia and the VIX Term Structure' by Travis Johnson
The dates are in YYYYMMDD format
r_K^{VIX fut.} gives the daily return of a constant-maturity VIX futures strategy with target maturity K months
Returns are in percent

Date,r_1^{VIX fut.},r_2^{VIX fut.},r_3^{VIX fut.},r_4^{VIX fut.},r_5^{VIX fut.},r_6^{VIX fut.}
20140905, -2.155, -2.011, -0.249, -2.884, -1.748, -3.289
20140908, 0.719, 0.583, 0.000, 0.000, 0.000, 0.000
20140909, 2.736, 2.693, 1.043, 1.818, -0.619, 1.027
20140910, -0.610, -0.349, -0.848, 0.000, 0.000, 0.000
20140911, -0.362, -0.150, 0.842, -0.692, 1.662, 0.000
20140912, 2.375, 2.375, 1.373, 2.118, 1.047, 1.014
20140915, 2.854, 2.854, 2.369, 3.111, 3.314, 1.671
20140916, -5.546, -5.546, -5.111, -5.548, -3.827, -2.295
20140917, -1.275, -1.275, 0.000, 0.633, -0.346, -1.832
20140918, -1.479, -1.479, -1.449, -1.328, -1.534, 3.021
20140919, 0.666, 0.666, 1.456, 1.333, 0.351, -1.123
20140922, 5.523, 5.523, 4.609, 3.072, 3.271, 3.128
20140923, 3.356, 2.970, 3.623, 2.698, 3.961, 4.030
20140924, -4.818, -4.450, -3.671, -1.968, -4.485, -1.264
20140925, 7.629, 6.266, 5.337, 3.736, 3.634, 1.918
20140926, -2.707, -1.856, -2.276, -1.655, -0.313, -0.313
20140929, 5.651, 5.039, 4.954, 4.284, 2.828, 2.828
20140930, 0.383, 0.838, -0.126, 0.625, 0.610, 0.610
20141001, 3.310, 2.418, 2.945, 1.252, 2.422, 2.422
20141002, -1.875, -1.875, -0.915, -0.918, -0.886, -0.886
20141003, -7.362, -6.396, -6.343, -4.937, -4.765, -6.223
20141006, 3.181, 2.761, 2.717, 1.945, 1.875, 1.904
20141007, 7.355, 6.698, 6.170, 5.626, 5.432, 5.512
20141008, -9.692, -9.298, -9.184, -7.409, -7.169, -7.269
20141009, 10.180, 9.049, 8.792, 5.174, 6.145, 6.236
20141010, 11.847, 10.423, 8.834, 10.926, 6.174, 7.643
20141013, 12.947, 12.991, 10.412, 9.083, 9.083, 6.533
20141014, -6.038, -5.519, -4.774, -5.070, -2.408, -3.632
20141015, 12.502, 12.307, 11.817, 11.562, 8.551, 6.457
20141016, -5.159, -4.831, -5.137, -5.092, -4.272, -1.155
20141017, -5.363, -5.363, -4.455, -4.032, -4.846, -4.954
20141020, -8.617, -8.617, -6.328, -5.888, -3.244, -4.491
20141021, -7.377, -7.377, -5.985, -5.985, -4.211, -4.211
20141022, 6.718, 6.718, 6.106, 6.106, 4.162, 2.462
20141023, -4.401, -4.672, -5.443, -2.714, -3.984, -2.403
20141024, -1.961, -1.697, -0.547, -2.271, -1.170, -2.219
20141027, -0.168, -1.000, -2.102, -1.141, -1.183, -1.118
20141028, -6.942, -6.136, -6.325, -6.052, -3.881, -4.802
20141029, 3.445, 2.770, 3.510, 2.441, 0.011, 1.483
20141030, -0.624, 0.000, -1.195, 0.598, 0.620, 0.584
20141031, -1.940, -1.730, -1.846, -2.611, -0.308, -1.427
20141103, 1.067, 1.275, 1.275, 2.091, 2.115, 0.589
20141104, -0.311, -0.125, 0.313, 0.298, 0.301, 0.292
20141105, -2.757, -2.310, -2.407, -2.291, -1.201, -1.165
20141106, -2.740, -2.993, -2.554, -2.430, -4.664, -1.767
20141107, -0.059, 0.330, 0.865, -0.822, 1.478, -1.113
20141110, -4.192, -3.608, -4.604, -2.820, -3.950, -2.423
20141111, -0.340, -0.609, -1.014, -0.965, -2.114, -0.620
20141112, 2.310, 2.497, 2.202, 1.297, 1.327, 1.246
20141113, 2.265, 2.366, 1.522, 2.239, 2.290, 2.153
20141114, -1.616, -1.616, -1.181, -2.624, -0.513, -1.805
20141117, 0.356, 0.356, 0.000, 0.000, 0.000, -1.067
20141118, -0.326, -0.326, -0.412, 0.320, 0.320, 0.309
20141119, 1.315, 1.315, 2.051, 1.274, 1.274, 1.202
20141120, -2.197, -1.672, -1.672, -1.941, -1.941, -2.502
20141121, -1.201, -0.375, -0.375, 0.000, 0.000, 0.000
20141124, -2.502, -2.042, -1.287, -1.312, 0.000, 0.000
20141125, -0.608, -0.667, -0.633, 0.323, -0.663, 2.200
20141126, -1.539, -1.005, -1.579, -0.642, -0.607, -2.141
20141128, 3.843, 2.652, 2.536, 0.646, 1.569, 0.303
20141201, 4.832, 5.147, 4.354, 4.433, 3.925, 4.257
20141202, -7.803, -7.752, -6.456, -4.885, -6.340, -4.046
20141203, 0.289, 0.910, 0.870, -0.870, 0.307, -1.193
20141204, -1.708, -1.552, -1.486, 0.219, -0.919, -0.913
20141205, -1.557, -0.889, -0.851, -0.851, 1.209, 0.000
20141208, 6.522, 6.237, 4.935, 4.089, 2.746, 2.762
20141209, 0.514, 0.158, 0.154, -1.398, -0.296, -0.298
20141210, 12.332, 11.137, 9.036, 9.246, 7.291, 6.487
20141211, 8.524, 8.563, 7.689, 7.152, 5.741, 4.767
20141212, -0.411, -0.411, 1.047, 1.073, 1.757, 2.045
20141215, -2.288, -2.288, -1.905, -2.578, -1.462, -1.732
20141216, 7.775, 7.775, 6.328, 6.522, 3.545, 3.862
20141217, -12.722, -12.722, -10.877, -11.184, -9.745, -8.321
20141218, -2.461, -2.461, -3.388, -2.244, -2.357, -3.353
20141219, -3.958, -3.958, -3.906, -1.466, -1.445, -1.445
20141222, -0.758, -0.758, -1.668, -1.668, -1.371, -1.371
20141223, -3.044, -2.999, -1.207, -1.689, -0.334, -0.334
20141224, 1.858, 1.830, 0.610, -0.110, 1.519, 0.122
20141226, -2.458, -2.845, -2.845, -1.480, -2.076, -1.939
20141229, 1.525, 1.911, 0.755, 0.300, 0.299, 1.528
20141230, 2.079, 2.055, 2.077, 1.851, 0.892, -0.295
20141231, 8.952, 8.005, 8.088, 5.960, 5.288, 5.025
20150102, -0.750, -0.374, 0.090, 0.237, 1.118, 2.794
20150105, 6.519, 5.815, 5.171, 5.557, 5.995, 2.754
20150106, 3.196, 2.939, 1.979, 2.086, 0.423, 1.570
20150107, -4.982, -5.176, -4.706, -4.710, -3.719, -3.637
20150108, -5.572, -5.314, -4.805, -4.681, -5.293, -4.584
20150109, 5.185, 5.419, 3.677, 5.443, 6.326, 4.757
20150112, 4.230, 4.039, 4.323, 2.249, 2.350, 2.266
20150113, 2.124, 1.804, 2.497, 1.770, 1.498, 0.928
20150114, 1.027, 0.922, 0.000, 0.000, 0.000, 0.000
20150115, 4.500, 4.653, 4.751, 3.960, 3.446, 3.294
20150116, -3.326, -3.326, -2.272, -2.073, -0.744, -1.656
20150120, 0.000, 0.000, -0.277, 0.251, 0.250, 1.159
20150121, -6.168, -5.986, -4.400, -4.539, -4.539, -5.142
20150122, -5.257, -5.544, -4.736, -5.882, -5.882, -3.945
20150123, 2.733, 2.761, 1.649, 1.663, 1.644, 0.162
20150126, -6.057, -5.879, -4.586, -4.964, -3.580, -3.814
20150127, 3.463, 3.050, 2.375, 2.575, 1.395, 2.828
20150128, 13.623, 12.754, 10.797, 10.573, 9.999, 8.908
20150129, -6.639, -6.751, -5.814, -6.031, -5.787, -4.678
20150130, 9.181, 8.220, 7.165, 6.644, 5.749, 4.667
20150202, -4.262, -3.391, -3.066, -2.262, -2.644, -2.727
20150203, -4.167, -3.197, -2.646, -2.248, -2.059, 0.253
20150204, 4.318, 4.206, 4.008, 3.603, 3.408, 1.020
20150205, -4.545, -4.125, -3.731, -2.748, -3.033, -0.769
20150206, 2.563, 2.716, 2.682, 1.303, 2.835, -0.477
20150209, 2.069, 1.927, 1.904, 2.264, 1.782, 3.003
20150210, -4.251, -4.091, -3.736, -2.827, -2.724, -3.380
20150211, -0.479, -0.393, -0.262, -0.835, -0.741, -0.254
20150212, -5.143, -4.567, -4.744, -3.946, -4.361, -2.509
20150213, -0.315, -0.315, -0.964, -0.896, -1.352, -2.522
20150217, 0.493, 0.493, 1.098, 0.449, 2.473, 1.556
20150218, -2.004, -2.004, 0.058, 0.058, -2.173, -0.264
20150219, -1.325, -0.511, -1.453, -1.453, 0.273, 0.264
20150220, -3.935, -4.386, -3.341, -3.341, -2.109, -2.109
20150223, 0.607, 0.814, 1.168, 1.168, 0.269, 0.269
20150224, -4.852, -3.684, -4.208, -3.349, -4.359, -3.789
20150225, 1.908, 2.393, 2.038, 1.154, 2.303, 0.867
20150226, -1.995, -1.147, -1.146, -0.472, -2.515, -1.145
20150227, -0.993, -0.580, -0.579, -0.573, -0.562, -0.579
20150302, -2.803, -2.331, -2.329, -2.960, -1.977, -2.778
20150303, 2.477, 2.203, 2.825, 1.184, 2.302, 1.642
20150304, -0.140, 0.108, -0.289, 0.025, -0.979, 1.164
20150305, -1.889, -1.553, -1.159, -1.168, -2.251, -0.870
20150306, 4.751, 4.408, 4.186, 4.219, 3.582, 0.747
20150309, -1.576, -1.210, -1.295, -1.157, -1.361, -0.704
20150310, 5.106, 4.710, 4.481, 3.720, 4.858, 2.915
20150311, 1.008, 0.748, 1.026, 1.651, 0.715, 2.750
20150312, -6.257, -6.143, -5.734, -4.323, -4.478, -4.593
20150313, 2.657, 2.657, 2.795, 1.416, 1.405, 1.442
20150316, -2.314, -2.314, -1.389, -1.396, -1.385, -1.421
20150317, -0.572, -0.572, -1.266, 0.000, 0.982, -1.583
20150318, -4.822, -4.822, -2.563, -3.544, -3.868, -0.157
20150319, 0.069, 0.824, 0.824, 1.464, 2.433, 1.170
20150320, -1.951, -0.620, -0.620, 0.000, 0.956, -1.558
20150323, -0.542, 0.000, 0.000, 0.000, 0.000, 1.278
20150324, -1.038, -0.581, 0.460, -1.185, 0.000, 0.000
20150325, 4.023, 3.198, 3.025, 3.162, 3.239, 1.682
20150326, -0.817, -1.674, -1.539, -0.820, -2.007, 0.591
20150327, -1.229, -0.574, -0.564, -2.282, -1.182, 0.274
20150330, -2.507, -2.513, -2.678, -0.563, 0.608, -3.051
20150331, 2.924, 2.874, 3.541, 2.263, 1.144, 1.125
20150401, -1.223, -1.268, -0.664, -0.820, -0.838, 2.764
20150402, -1.839, -1.355, -1.603, -0.279, -0.285, -2.403
20150406, -2.118, -2.240, -1.341, -1.955, -3.110, -1.662
20150407, -0.183, -0.298, -0.289, -0.284, 0.808, -1.631
20150408, -2.360, -2.505, -1.839, -2.117, 0.000, 0.000
20150409, -3.848, -3.624, -2.993, -3.106, -4.177, -2.496
20150410, -4.995, -4.995, -4.627, -3.696, -3.737, -2.926
20150413, 4.556, 4.556, 4.536, 2.895, 4.063, 1.807
20150414, -3.157, -3.157, -2.428, -1.357, -1.885, 0.679
20150415, -2.090, -2.090, -1.544, -0.917, -1.453, -2.303
20150416, -1.443, -1.443, -1.224, 0.000, 1.067, 0.762
20150417, 3.827, 3.827, 3.131, 2.583, 0.495, 2.828
20150420, -3.354, -3.354, -2.124, -1.499, -1.529, -2.452
20150421, -0.329, -0.329, -0.303, -0.303, -0.310, -1.301
20150422, -1.318, -1.318, -1.249, -1.249, -1.274, -2.156
20150423, -1.307, -0.956, -1.258, -1.283, -1.283, 1.012
20150424, -0.600, 0.000, 0.000, 0.000, 0.000, 0.000
20150427, 3.175, 2.364, 1.244, 1.269, 2.202, 0.875
20150428, -3.961, -3.495, -3.063, -1.248, -3.305, -2.022
20150429, 3.834, 3.412, 4.080, 1.274, 3.406, 0.526
20150430, 2.277, 1.104, 0.606, 0.622, 1.515, 0.293
20150501, -5.699, -4.319, -3.879, -3.983, -4.418, -2.043
20150504, 0.000, 0.156, -0.893, 0.918, -1.239, 0.000
20150505, 4.269, 3.769, 3.931, 3.093, 3.675, 2.675
20150506, 1.817, 1.036, 0.605, 0.615, 0.590, 0.579
20150507, -1.363, -1.216, -1.705, -0.915, -1.743, -0.575
20150508, -4.553, -3.565, -2.637, -2.659, -1.057, -2.296
20150511, 3.052, 2.841, 2.695, 1.894, 2.242, 0.908
20150512, -1.639, -1.664, -0.912, -0.926, -1.705, -0.585
20150513, -1.401, -1.252, -1.675, -0.933, -0.068, -1.869
20150514, -2.261, -1.989, -1.690, -1.703, -1.418, -1.000
20150515, -0.608, -0.608, -1.389, 0.125, -1.731, 0.798
20150518, -3.644, -3.644, -2.562, -3.292, -1.329, -3.776
20150519, -0.668, -0.668, -0.982, -0.982, -1.744, -0.621
20150520, 0.019, 0.019, 0.861, 0.861, 0.317, 0.312
20150521, -3.644, -3.520, -3.520, -3.163, -2.451, -1.866
20150522, 0.753, 1.353, 1.353, 1.709, 1.267, 1.267
20150526, 3.235, 2.404, 1.690, 1.690, 0.312, 0.312
20150527, -2.487, -2.567, -1.931, -0.944, -2.240, -0.583
20150528, -0.164, 0.640, -0.636, 0.317, 1.644, -1.519
20150529, 0.915, 0.658, 1.289, 0.316, 0.312, 0.298
20150601, -0.333, -0.327, 0.280, -1.349, 0.966, -0.593
20150602, 1.860, 1.631, 1.054, 2.609, 1.536, 1.490
20150603, -2.835, -2.473, -1.924, -2.532, -3.909, 0.577
20150604, 3.397, 2.737, 2.722, 2.903, 4.357, -0.271
20150605, -1.142, -0.741, -1.258, 0.000, -1.172, 0.292
20150608, 2.584, 2.120, 2.636, 0.924, 0.913, 2.290
20150609, -1.861, -1.487, -2.181, -1.218, -0.301, -0.285
20150610, -4.782, -4.334, -3.180, -3.686, -2.715, -3.914
20150611, -2.129, -2.128, -2.108, -1.898, -2.069, -0.594
20150612, 1.953, 1.953, 1.003, 0.975, 2.100, 0.597
20150615, 4.652, 4.652, 4.203, 3.785, 1.856, 1.780
20150616, -2.557, -2.557, -1.975, -1.236, -2.273, -0.873
20150617, -0.265, -0.265, 0.322, 0.866, 0.000, 1.311
20150618, -4.427, -4.427, -3.260, -3.555, -1.857, -3.021
20150619, 3.081, 3.081, 3.400, 2.473, 2.645, 2.506
20150622, -5.976, -5.976, -5.849, -4.277, -4.404, -5.449
20150623, -3.098, -2.361, -2.148, -2.320, -0.922, -0.922
20150624, 3.504, 2.746, 3.037, 2.361, 2.237, 1.388
20150625, 0.317, 0.311, -0.819, 1.015, -0.937, -1.554
20150626, -0.715, -1.000, -0.482, -3.250, 0.022, -0.150
20150629, 18.563, 15.702, 12.669, 11.884, 9.882, 7.163
20150630, -0.288, -0.290, -0.693, 0.873, -0.278, 2.212
20150701, -7.745, -7.601, -6.498, -7.480, -7.232, -7.395
20150702, 5.947, 5.878, 5.336, 5.264, 5.668, 4.312
20150706, 1.874, 1.982, 2.403, 2.927, 1.706, 1.914
20150707, -4.624, -4.354, -4.309, -3.911, -2.236, -3.679
20150708, 10.771, 10.012, 8.984, 7.806, 5.350, 8.186
20150709, 2.500, 3.051, 2.222, 2.680, 0.630, 2.091
20150710, -9.160, -8.969, -7.155, -5.740, -4.757, -5.972
20150713, -10.862, -9.918, -9.085, -8.814, -6.682, -8.191
20150714, -0.654, -0.081, -0.000, 0.626, 0.606, 0.674
20150715, -1.299, -1.493, -1.271, -1.626, -2.619, 0.525
20150716, -6.000, -6.013, -5.391, -3.992, -2.848, -3.503
20150717, -0.399, -0.399, 0.465, -1.672, 0.000, 0.000
20150720, -1.378, -1.378, -1.816, -1.168, -1.645, -2.227
20150721, 0.000, 0.000, -0.042, -0.042, -0.040, 1.889
20150722, -0.313, -0.313, 0.673, 0.673, 1.163, -1.097
20150723, 0.701, 0.677, 1.394, 0.825, 0.825, -1.737
20150724, 4.155, 2.878, 3.381, 1.263, 2.484, 0.099
20150727, 5.490, 4.429, 2.576, 3.010, 0.615, 2.169
20150728, -7.934, -6.229, -4.946, -4.381, -4.361, -2.219
20150729, -1.653, -1.042, -0.638, 0.316, 1.428, 0.000
20150730, -0.813, -0.153, -1.283, -0.315, -1.397, 1.676
20150731, 0.223, 0.000, 0.313, -0.614, 1.063, -1.953
20150803, -0.960, -1.337, -1.011, -1.880, -1.350, -2.951
20150804, 1.207, 0.675, 0.663, 0.645, 0.681, 0.666
20150805, -0.813, -0.335, -0.893, 0.869, -0.338, 1.309
20150806, 2.586, 1.906, 1.551, -0.215, 2.013, -0.954
20150807, -1.329, -1.417, -0.442, -1.271, -2.293, -0.985
20150810, -3.191, -2.567, -2.261, -1.384, -1.337, -0.663
20150811, 4.639, 4.317, 3.586, 2.685, 2.704, 3.574
20150812, -1.240, -1.413, -1.115, 0.464, -0.666, -0.641
20150813, -1.265, -1.366, -1.440, -1.013, -0.961, -0.323
20150814, 0.410, 0.410, -0.329, 0.062, 0.410, -1.559
20150817, -0.664, -0.664, -0.660, -1.759, -1.069, -0.592
20150818, 0.998, 0.998, 2.401, 1.977, 2.839, 0.987
20150819, 3.572, 3.572, 2.330, 2.281, 1.313, 2.754
20150820, 9.935, 8.166, 8.166, 6.655, 4.707, 4.881
20150821, 14.232, 10.577, 10.577, 6.787, 3.316, 3.316
20150824, 25.669, 26.135, 21.166, 21.166, 22.314, 22.314
20150825, 0.691, -0.526, 2.132, -0.096, -0.805, 2.431
20150826, -5.994, -5.982, -3.190, -4.056, -4.258, -3.043
20150827, 1.528, 0.548, -0.764, -0.841, 1.255, 1.905
20150828, 1.159, 0.257, 1.348, 3.749, 4.604, 3.308
20150831, 7.867, 8.006, 7.039, 6.589, 3.885, 6.953
20150901, 11.655, 11.169, 10.077, 9.336, 8.780, 9.142
20150902, -10.617, -8.658, -7.414, -6.266, -5.544, -4.896
20150903, -0.760, -0.419, 0.451, 0.779, 0.777, 0.223
20150904, 8.707, 9.114, 8.479, 6.508, 6.742, 4.468
20150908, -10.358, -9.783, -7.578, -7.011, -7.131, -5.102
20150909, 3.565, 3.227, 1.969, 2.000, 2.157, 1.082
20150910, -3.812, -3.910, -3.326, -2.179, -3.046, -2.500
20150911, -2.165, -2.165, -1.710, -1.647, -1.489, -0.439
20150914, -0.217, -0.217, -0.653, 0.756, 0.593, -0.441
20150915, -11.150, -11.150, -10.277, -9.507, -9.379, -8.195
20150916, -7.169, -7.169, -7.063, -7.159, -7.344, -6.030
20150917, 8.251, 8.251, 5.059, 4.684, 4.609, 3.263
20150918, 5.512, 5.512, 4.882, 4.440, 4.982, 3.728
20150921, -8.919, -8.919, -6.609, -5.149, -5.391, -4.235
20150922, 10.673, 8.091, 5.981, 5.487, 6.375, 6.375
20150923, -2.955, -2.557, -1.702, -1.713, -2.140, -2.122
20150924, 3.471, 2.514, 2.159, 3.280, 1.660, 2.920
20150925, 2.089, 2.972, 1.694, 1.686, 3.121, 1.853
20150928, 7.422, 5.661, 5.163, 3.815, 3.219, 4.242
20150929, -0.685, -0.540, -0.090, -0.228, -0.222, 0.923
20150930, -3.248, -2.702, -2.658, -2.277, -1.335, -3.186
20151001, -3.377, -3.661, -2.909, -2.446, -3.245, -1.187
20151002, -4.916, -4.859, -4.144, -4.632, -3.599, -4.505
20151005, -5.381, -5.103, -5.099, -4.268, -5.041, -4.969
20151006, 2.287, 2.442, 2.100, 2.454, 2.384, 2.835
20151007, -3.960, -3.881, -3.899, -4.360, -2.394, -4.025
20151008, -4.255, -3.841, -2.710, -2.492, -3.311, -1.594
20151009, -1.024, -1.027, -0.886, 0.635, -0.348, 0.270
20151012, -7.044, -6.869, -6.110, -7.201, -5.092, -6.061
20151013, 8.864, 9.164, 7.930, 9.263, 6.870, 7.716
20151014, 0.269, 0.096, 0.823, 1.006, 1.428, 0.038
20151015, -8.501, -8.429, -8.567, -8.204, -6.636, -6.166
20151016, -0.689, -0.689, 0.013, 0.287, 0.739, -0.355
20151019, -6.726, -6.726, -6.103, -5.542, -5.720, -3.610
20151020, 6.740, 6.740, 5.211, 5.211, 4.032, 4.102
20151021, 6.998, 6.998, 5.861, 5.861, 5.652, 4.132
20151022, -11.896, -11.025, -9.735, -8.995, -8.995, -9.598
20151023, 3.453, 2.800, 2.269, 1.725, 1.763, 3.280
20151026, 1.926, 1.799, 1.448, 2.275, 1.257, 1.065
20151027, -2.489, -2.141, -1.871, -2.207, -0.796, -0.482
20151028, -2.741, -2.352, -1.324, -1.692, -1.719, -1.659
20151029, 1.132, 1.084, -0.551, 1.147, 1.165, 2.580
20151030, 2.517, 2.116, 2.649, 2.519, 1.438, -0.039
20151102, -4.322, -4.283, -3.769, -5.169, -3.118, -4.412
20151103, 1.692, 1.967, 1.502, 2.253, 0.292, 2.861
20151104, 3.301, 3.234, 2.871, 1.989, 3.765, 1.390
20151105, -3.754, -3.695, -3.834, -2.974, -2.786, -2.996
20151106, -2.120, -2.256, -1.885, -1.813, -1.716, -1.130
20151109, 6.949, 6.742, 5.316, 4.353, 3.205, 5.344
20151110, -3.528, -3.342, -3.161, -2.374, -1.813, -3.148
20151111, 2.810, 2.832, 2.212, 1.430, 1.841, 0.599
20151112, 8.283, 7.974, 7.490, 7.285, 6.150, 8.896
20151113, 6.248, 6.248, 6.511, 5.091, 6.430, 2.131
20151116, -10.225, -10.225, -9.368, -8.081, -9.942, -6.814
20151117, 3.636, 3.636, 1.669, 1.323, 1.802, 0.535
20151118, -4.001, -4.001, -2.792, -1.845, -2.663, -1.534
20151119, 2.278, 2.810, 2.810, 2.726, 3.860, 2.894
20151120, -4.020, -3.940, -3.940, -3.259, -1.626, -1.626
20151123, -2.315, -2.870, -2.193, -2.193, -1.866, -1.866
20151124, 2.444, 3.202, 2.517, 3.926, 1.900, 1.927
20151125, -3.557, -3.914, -2.717, -3.537, -2.320, -1.649
20151127, 2.122, 2.008, 1.381, 0.899, 0.409, -0.299
20151130, -1.237, -1.677, -1.104, -0.481, -1.355, 0.029
20151201, -4.452, -3.986, -3.830, -3.711, -3.841, -3.841
20151202, 3.409, 3.143, 2.522, 1.750, 2.841, 1.426
20151203, 7.443, 6.139, 5.462, 5.238, 4.414, 5.168
20151204, -9.026, -7.298, -6.447, -6.199, -5.012, -5.045
20151207, 1.480, 1.543, 0.801, 0.737, 0.279, 0.281
20151208, 5.723, 5.080, 4.526, 3.730, 2.780, 3.463
20151209, 4.888, 4.377, 3.101, 3.578, 3.398, 2.124
20151210, 0.977, 0.302, 1.049, 0.549, 0.826, 2.074
20151211, 16.195, 16.195, 13.069, 12.336, 11.207, 8.199
20151214, -7.410, -7.410, -5.945, -5.609, -6.715, -3.591
20151215, -8.050, -8.050, -6.500, -5.919, -4.866, -6.514
20151216, -4.163, -4.163, -4.084, -3.328, -2.290, -2.317
20151217, 6.627, 6.627, 5.538, 4.867, 4.943, 4.402
20151218, 6.091, 6.091, 6.037, 5.341, 4.700, 4.210
20151221, -7.997, -7.997, -7.664, -6.046, -6.275, -5.868
20151222, -5.312, -4.731, -4.535, -3.544, -3.041, -3.041
20151223, 0.290, 0.817, 0.276, -0.164, 1.558, 0.706
20151224, 1.913, 1.620, 1.524, 1.667, -0.024, 0.677
20151228, -2.246, -2.688, -2.707, -3.487, -1.303, -3.243
20151229, -1.811, -1.378, -1.388, -1.372, -2.442, -1.664
20151230, 4.675, 4.311, 3.761, 3.882, 2.780, 3.379
20151231, 0.816, 0.536, 0.724, 1.185, 0.135, 1.211
20160104, 5.726, 3.975, 3.218, 2.247, 3.870, 1.884
20160105, -1.652, -1.152, -1.560, -1.194, -3.146, -1.820
20160106, 3.683, 3.091, 2.686, 2.445, 3.998, 1.983
20160107, 12.404, 10.774, 9.183, 8.424, 7.557, 7.232
20160108, 6.574, 6.263, 5.837, 6.141, 4.068, 3.715
20160111, -5.658, -5.320, -4.203, -4.129, -3.039, -1.382
20160112, -4.586, -4.190, -3.717, -3.699, -3.791, -3.832
20160113, 10.233, 10.002, 9.381, 8.626, 9.700, 7.807
20160114, -3.860, -3.812, -3.180, -2.811, -4.008, -2.487
20160115, 9.483, 9.483, 9.026, 9.229, 8.692, 7.345
20160119, -1.364, -1.364, -1.138, -1.920, 0.545, -1.266
20160120, 2.890, 2.890, 3.562, 3.562, 0.145, -0.098
20160121, 1.361, 0.774, 0.411, 1.107, 1.107, 0.998
20160122, -9.219, -8.679, -7.867, -8.128, -6.740, -8.532
20160125, 5.551, 5.035, 4.370, 4.884, 3.799, 5.208
20160126, -4.462, -4.520, -3.945, -4.061, -3.527, -3.079
20160127, 3.552, 3.526, 2.443, 3.195, 3.436, 2.498
20160128, -2.059, -2.187, -1.518, -1.877, -2.524, 0.039
20160129, -6.400, -5.612, -5.116, -3.616, -4.413, -3.291
20160201, -0.465, -0.299, -0.597, -1.608, 0.021, -3.225
20160202, 6.667, 6.031, 5.695, 5.152, 4.584, 5.862
20160203, -1.404, -1.276, -1.042, -0.453, -0.461, -0.443
20160204, 1.337, 1.351, 1.529, 0.947, 1.390, 1.335
20160205, 3.354, 2.729, 1.982, 2.327, 1.942, 1.867
20160208, 4.519, 4.280, 4.066, 3.573, 2.340, 3.928
20160209, 2.260, 2.161, 1.663, 1.437, 2.780, 1.454
20160210, 0.604, 0.593, 1.166, 1.454, -0.590, 0.205
20160211, 5.116, 4.670, 4.987, 4.848, 5.166, 4.260
20160212, -2.637, -2.637, -2.387, -1.735, -0.131, -0.946
20160216, -5.280, -5.280, -4.794, -4.163, -3.952, -3.289
20160217, -3.765, -3.765, -4.083, -3.191, -3.094, -2.712
20160218, -0.592, 0.178, 0.178, 1.122, -0.119, 1.099
20160219, -1.763, -1.962, -1.962, -2.633, -2.062, -2.062
20160222, -5.907, -5.940, -4.767, -4.767, -4.121, -4.121
20160223, 5.202, 4.918, 4.388, 3.885, 4.442, 4.442
20160224, -1.797, -2.001, -2.418, -1.126, -1.960, -0.922
20160225, -4.051, -3.821, -3.368, -3.117, -1.519, -2.593
20160226, 2.756, 2.209, 1.746, 2.497, 0.881, 0.955
20160229, 1.463, 1.818, 1.382, 1.375, 2.208, 2.148
20160301, -9.802, -9.421, -8.229, -7.816, -7.059, -7.168
20160302, -0.541, -0.072, -0.494, -0.224, -1.032, -0.004
20160303, -4.351, -4.096, -3.645, -3.207, -4.045, -2.979
20160304, 2.916, 2.776, 2.740, 2.563, 2.640, 1.538
20160307, -1.400, -1.014, -1.002, -1.503, -0.708, -0.757
20160308, 4.812, 4.725, 3.914, 4.255, 3.062, 3.148
20160309, -2.711, -2.964, -2.598, -2.390, -2.126, -1.571
20160310, -0.882, -1.058, -1.050, -0.976, -1.023, -0.500
20160311, -4.480, -4.480, -4.274, -3.441, -2.696, -3.191
20160314, -1.410, -1.410, -1.576, -1.783, -2.229, -1.643
20160315, 1.239, 1.239, 1.563, 2.296, 1.063, 2.182
20160316, -4.454, -4.454, -3.776, -3.678, -1.856, -2.388
20160317, -2.908, -2.908, -2.221, -1.817, -2.251, -0.252
20160318, -0.365, -0.365, 0.277, 0.269, 1.570, -1.522
20160321, -4.413, -4.413, -3.374, -2.371, -2.755, -2.206
20160322, -0.884, 0.000, -0.219, 0.554, 0.554, 0.464
20160323, 5.321, 5.650, 4.270, 4.202, 4.202, 4.300
20160324, -1.883, -1.304, 0.143, -0.497, -0.497, 0.608
20160328, -1.454, -1.873, -1.311, -2.035, -2.759, -1.168
20160329, -5.845, -5.640, -5.616, -4.331, -4.312, -4.997
20160330, -1.573, -2.037, -2.347, -1.597, -1.668, -2.277
20160331, 0.605, 1.292, 0.672, 0.000, -0.888, 0.271
20160401, -2.916, -2.818, -2.651, -1.892, -1.993, -3.275
20160404, 2.981, 2.883, 3.087, 1.653, 1.741, 3.095
20160405, 4.918, 4.935, 4.631, 3.992, 4.836, 3.779
20160406, -6.057, -6.038, -5.263, -4.795, -3.789, -3.890
20160407, 9.222, 9.013, 8.085, 7.472, 6.461, 7.802
20160408, -2.456, -2.093, -1.608, -1.688, -0.408, -1.491
20160411, 2.599, 2.839, 2.403, 3.672, 2.240, 1.036
20160412, -4.585, -4.247, -3.381, -4.110, -2.279, -1.258
20160413, -4.863, -4.664, -3.880, -2.786, -3.118, -3.238
20160414, -1.124, -1.262, -0.691, -0.400, -0.784, -0.263
20160415, -1.295, -1.295, -0.281, 0.053, -0.786, -0.264
