This file contains the principal components of the VIX term structure from 'Risk Premia and the VIX Term Structure' by Travis Johnson,,,,,,
The principal components are standardized to have mean zero and standard deviation one,,,,,,
The dates are in YYYYMMDD format,,,,,,
,,,,,,
,PC1,PC2,PC3,PC4,PC5,PC6
20140408, -0.59301, -0.26690, -0.33194, -0.10983, 0.05451, -0.04151
20140409, -0.65445, -0.24967, -0.26779, -0.11519, 0.01972, -0.05045
20140410, -0.54036, -0.33067, -0.51243, -0.09018, 0.05101, -0.04761
20140411, -0.44043, -0.29303, -0.54706, -0.12138, -0.03054, -0.21073
20140414, -0.51970, -0.28778, -0.36282, -0.18966, 0.04130, 0.07933
20140415, -0.54212, -0.25795, -0.29689, -0.17088, 0.03176, 0.07148
20140416, -0.61819, -0.19187, -0.20555, -0.17535, 0.00527, 0.22420
20140417, -0.65197, -0.11085, -0.20588, -0.16854, 0.01942, 0.24556
20140421, -0.65034, -0.16089, -0.34404, -0.13966, 0.01974, 0.24278
20140422, -0.66803, -0.16556, -0.31301, -0.13169, 0.03109, 0.14923
20140423, -0.65052, -0.15948, -0.29251, -0.18011, 0.03253, 0.00556
20140424, -0.65119, -0.18393, -0.28933, -0.14831, 0.03309, -0.03732
20140425, -0.61680, -0.20002, -0.32616, -0.14289, 0.02855, -0.07132
20140428, -0.64502, -0.19581, -0.15590, -0.25031, 0.00425, 0.33089
20140429, -0.65755, -0.20713, -0.14513, -0.23784, 0.02148, 0.22058
20140430, -0.66436, -0.21233, -0.07208, -0.25825, 0.02863, 0.23740
20140501, -0.67267, -0.18595, -0.03786, -0.26694, -0.03241, 0.26853
20140502, -0.67920, -0.13288, 0.01249, -0.28230, -0.15569, 0.31026
20140505, -0.66676, -0.17029, -0.15324, -0.22526, -0.13569, 0.23082
20140506, -0.63378, -0.20018, -0.22446, -0.20255, -0.15551, 0.14514
20140507, -0.66366, -0.21778, -0.21882, -0.21846, -0.15312, 0.11468
20140508, -0.65971, -0.24326, -0.30179, -0.23888, -0.16860, 0.06595
20140509, -0.69248, -0.20448, -0.15524, -0.27807, -0.19002, 0.21072
20140512, -0.72020, -0.23419, -0.24961, -0.21003, -0.07716, 0.13811
20140513, -0.71033, -0.21291, -0.18712, -0.23625, -0.08660, 0.15349
20140514, -0.69559, -0.17834, -0.20138, -0.20912, -0.09011, 0.10010
20140515, -0.65400, -0.20809, -0.36523, -0.17478, -0.07867, -0.06460
20140516, -0.70112, -0.18093, -0.29285, -0.22849, -0.14541, 0.03734
20140519, -0.71633, -0.20032, -0.13154, -0.23711, -0.10064, -0.00037
20140520, -0.70083, -0.23432, -0.15351, -0.19824, -0.06511, -0.09762
20140521, -0.74471, -0.24621, -0.06318, -0.00626, 0.03264, -0.07166
20140522, -0.74237, -0.24268, -0.06281, 0.03605, 0.02592, -0.13985
20140523, -0.75641, -0.16611, -0.08506, -0.10653, -0.10198, -0.12092
20140527, -0.74213, -0.21757, -0.07316, 0.22548, -0.24270, -0.05512
20140528, -0.73346, -0.18004, -0.13848, 0.12974, -0.13370, -0.04286
20140529, -0.74050, -0.11223, 0.02447, -0.02085, -0.12015, 0.23045
20140530, -0.74402, -0.08811, 0.01734, 0.00512, -0.11956, 0.25648
20140602, -0.72383, -0.10544, -0.17282, -0.03870, 0.00569, 0.10205
20140603, -0.72271, -0.12166, -0.22318, -0.12588, 0.00696, 0.11954
20140604, -0.72445, -0.17286, -0.25277, -0.15534, 0.00472, 0.11859
20140605, -0.74194, -0.23054, -0.30950, -0.07415, 0.02699, 0.06952
20140606, -0.78374, -0.23773, -0.32611, -0.13980, -0.05689, 0.06420
20140609, -0.78271, -0.21172, -0.12080, -0.16599, -0.11015, 0.23566
20140610, -0.78280, -0.19872, -0.09298, -0.20036, -0.06222, 0.17395
20140611, -0.76173, -0.21263, -0.12440, -0.18450, -0.01193, 0.20936
20140612, -0.70900, -0.21263, -0.15784, -0.21088, 0.01225, 0.23300
20140613, -0.72652, -0.18433, -0.13117, -0.19248, 0.03242, 0.17123
20140616, -0.71119, -0.19876, -0.26315, -0.19664, 0.02086, 0.15932
20140617, -0.73342, -0.20337, -0.26533, -0.14437, 0.04926, 0.04967
20140618, -0.79487, -0.17647, -0.18692, -0.16805, 0.04648, 0.25630
20140619, -0.79935, -0.16515, -0.32878, -0.26871, 0.09231, 0.18726
20140620, -0.79644, -0.15817, -0.24263, -0.28051, 0.03326, 0.11492
20140623, -0.78210, -0.17459, -0.40395, -0.17432, 0.12478, -0.14590
20140624, -0.73896, -0.20083, -0.57479, -0.17587, 0.23625, -0.21836
20140625, -0.76891, -0.22584, -0.50222, -0.19713, 0.13688, -0.25792
20140626, -0.76600, -0.26944, -0.50953, -0.35432, 0.19847, 0.05679
20140627, -0.77900, -0.26444, -0.48095, -0.29758, 0.17459, 0.05470
20140630, -0.76587, -0.26996, -0.50786, -0.31885, 0.19073, 0.06523
20140701, -0.79864, -0.25104, -0.36710, -0.35230, 0.22406, 0.22883
20140702, -0.81010, -0.28399, -0.37234, -0.42952, 0.12943, 0.08440
20140703, -0.82870, -0.27440, -0.25517, -0.44514, 0.13745, 0.11208
20140707, -0.78560, -0.29560, -0.33787, -0.38913, 0.18144, 0.08492
20140708, -0.75117, -0.29009, -0.40175, -0.34127, 0.21967, 0.05289
20140709, -0.77749, -0.28067, -0.33837, -0.35428, 0.17680, 0.07648
20140710, -0.73270, -0.30141, -0.38958, -0.29750, 0.24131, 0.02510
20140711, -0.75608, -0.27973, -0.35565, -0.34522, 0.22651, 0.03492
20140714, -0.78007, -0.29754, -0.33573, -0.34119, 0.26432, 0.12285
20140715, -0.76683, -0.29678, -0.35629, -0.34838, 0.24024, 0.10871
20140716, -0.79844, -0.27349, -0.31550, -0.31899, 0.21767, 0.06945
20140717, -0.64828, -0.41375, -0.59219, -0.30147, 0.37134, -0.04283
20140718, -0.76158, -0.30660, -0.31017, -0.40649, 0.27997, 0.02220
20140721, -0.73331, -0.35862, -0.37418, -0.35239, 0.31956, -0.09415
20140722, -0.76425, -0.32934, -0.34555, -0.34820, 0.30235, -0.12176
20140723, -0.75995, -0.29948, -0.34028, -0.34038, 0.33608, -0.10665
20140724, -0.75540, -0.25578, -0.35089, -0.29396, 0.30379, -0.06074
20140725, -0.71786, -0.28279, -0.35323, -0.25529, 0.24950, -0.27076
20140728, -0.71476, -0.25898, -0.32253, -0.39861, 0.23838, -0.03495
20140729, -0.69461, -0.27069, -0.36189, -0.34782, 0.28067, -0.08038
20140730, -0.68815, -0.30603, -0.39109, -0.35846, 0.27381, -0.07255
20140731, -0.49876, -0.45535, -0.75885, -0.38412, 0.38241, -0.13391
20140801, -0.47281, -0.39487, -0.66417, -0.43828, 0.35867, -0.13740
20140804, -0.58203, -0.23472, -0.36841, -0.48119, 0.37028, 0.17482
20140805, -0.47137, -0.27175, -0.56354, -0.45279, 0.44548, -0.00525
20140806, -0.47677, -0.16790, -0.51818, -0.43694, 0.46695, 0.01733
20140807, -0.44616, -0.15787, -0.50880, -0.49021, 0.49156, 0.04431
20140808, -0.52301, -0.14013, -0.28629, -0.45439, 0.42974, 0.12633
20140811, -0.57468, -0.13226, -0.41209, -0.35709, 0.24533, 0.13336
20140812, -0.57703, -0.09761, -0.40839, -0.32656, 0.29678, -0.00103
20140813, -0.64481, -0.06859, -0.37763, -0.32526, 0.29406, 0.04923
20140814, -0.67509, -0.08911, -0.39107, -0.35125, 0.31739, 0.08472
20140815, -0.65516, -0.15554, -0.64402, -0.20583, 0.31729, -0.02345
20140818, -0.71392, -0.11635, -0.34102, -0.30752, 0.25197, -0.02279
20140819, -0.72520, -0.13331, -0.38983, -0.28830, 0.23746, -0.07645
20140820, -0.73219, -0.11498, -0.27533, -0.31998, 0.22799, 0.02186
20140821, -0.74194, -0.12185, -0.33572, -0.25132, 0.18483, 0.08105
20140822, -0.74242, -0.10616, -0.34186, -0.20351, 0.18875, -0.05115
20140825, -0.73994, -0.13698, -0.32649, -0.30135, 0.19667, 0.34615
20140826, -0.73117, -0.13017, -0.36542, -0.20125, 0.19203, 0.28676
20140827, -0.71822, -0.09441, -0.35221, -0.26971, 0.17831, 0.28775
20140828, -0.69995, -0.07415, -0.34867, -0.23661, 0.21892, 0.22855
20140829, -0.70618, -0.03691, -0.18684, -0.24618, 0.16359, 0.41053
20140902, -0.68847, -0.07612, -0.17886, -0.31551, 0.25867, 0.33034
20140903, -0.68467, -0.08630, -0.19543, -0.24884, 0.25200, 0.33433
20140904, -0.66961, -0.08196, -0.29956, -0.33329, 0.23639, 0.17469
20140905, -0.70870, -0.10434, -0.28291, -0.21120, 0.24332, 0.15687
20140908, -0.68456, -0.09820, -0.27627, -0.20856, 0.22199, 0.17543
20140909, -0.63703, -0.12902, -0.37606, -0.27481, 0.24430, 0.09877
20140910, -0.65817, -0.12105, -0.35776, -0.22471, 0.22040, 0.06011
20140911, -0.66077, -0.11685, -0.31905, -0.21517, 0.22492, 0.07580
20140912, -0.62828, -0.13193, -0.24042, -0.29518, 0.21643, 0.37281
20140915, -0.60261, -0.10432, -0.10026, -0.34581, 0.13508, 0.36737
20140916, -0.65638, -0.07573, -0.12140, -0.30806, 0.10495, 0.15652
20140917, -0.67720, -0.08825, -0.22882, -0.23192, 0.05754, 0.09371
20140918, -0.69729, -0.02974, -0.15998, -0.12302, 0.40356, 0.07781
20140919, -0.69881, -0.01765, -0.14982, -0.09078, 0.41534, -0.13312
20140922, -0.61946, -0.09278, -0.35314, 0.05815, 0.00593, -0.30297
20140923, -0.57179, -0.14355, -0.47562, -0.02784, 0.08111, -0.43580
20140924, -0.63166, -0.09206, -0.31947, -0.14269, 0.13589, -0.38774
20140925, -0.48846, -0.21169, -0.58933, 0.02067, 0.16364, -0.50509
20140926, -0.55214, -0.13310, -0.44768, -0.01867, 0.09282, -0.20199
20140929, -0.49285, -0.11554, -0.44147, -0.15387, 0.16567, -0.12563
20140930, -0.46917, -0.14604, -0.44450, -0.08881, 0.16655, 0.01489
20141001, -0.41708, -0.08630, -0.35228, -0.07642, 0.12737, -0.10858
20141002, -0.45540, -0.03270, -0.28812, -0.13765, 0.10856, 0.03819
20141003, -0.54308, -0.04480, -0.34205, -0.10433, 0.07650, -0.03224
20141006, -0.51165, -0.08346, -0.38999, -0.08745, 0.07148, -0.01732
20141007, -0.38771, -0.14363, -0.50355, -0.00238, 0.07030, -0.15356
20141008, -0.52079, -0.06906, -0.41988, -0.14256, 0.10829, 0.10202
20141009, -0.31382, -0.24395, -0.97344, 0.09838, 0.08651, -0.25917
20141010, -0.14724, -0.28466, -1.03558, 0.34370, -0.07840, -0.02433
20141013, 0.10186, -0.43579, -1.43541, 0.37193, -0.11886, -0.14922
20141014, 0.06851, -0.41603, -1.15640, 0.46261, -0.19947, -0.29741
20141015, 0.15007, -0.43671, -1.31741, 0.90208, -0.38084, -0.78532
20141016, 0.18400, -0.46127, -1.28640, 0.79677, -0.27875, -0.59148
20141017, -0.04289, -0.29841, -0.76731, 0.09691, 0.15269, 0.06636
20141020, -0.22839, 0.06370, -0.03069, -0.04309, 0.09977, 0.54407
20141021, -0.38517, 0.10069, 0.00859, -0.01630, 0.01542, 0.67406
20141022, -0.26244, 0.05526, -0.14648, -0.02518, 0.03702, 0.49566
20141023, -0.36491, 0.10020, 0.08251, -0.09498, -0.02277, 0.28451
20141024, -0.39231, 0.10227, 0.09749, -0.16468, 0.03555, 0.28312
20141027, -0.39944, 0.06199, -0.00662, -0.03121, 0.07010, 0.12269
20141028, -0.50349, 0.08623, -0.11777, -0.01003, 0.06036, 0.22960
20141029, -0.47261, 0.07748, -0.03415, -0.25426, 0.04483, 0.56392
20141030, -0.49570, 0.10332, -0.05919, -0.04285, 0.03527, 0.28877
20141031, -0.52775, 0.11529, 0.02975, -0.15905, 0.04181, 0.14749
20141103, -0.49749, 0.03720, -0.14899, -0.42386, 0.35705, -0.09239
20141104, -0.48386, 0.08662, -0.25575, -0.38341, 0.36607, -0.14720
20141105, -0.51073, 0.12250, -0.22423, -0.37857, 0.36351, -0.18223
20141106, -0.53889, 0.08185, -0.26492, -0.34947, 0.38868, -0.12806
20141107, -0.57492, 0.11636, -0.19855, -0.36373, 0.38986, -0.06125
20141110, -0.61000, 0.09849, -0.15362, -0.26998, 0.24177, -0.05576
20141111, -0.60346, 0.07340, -0.25843, -0.25018, 0.21516, -0.07114
20141112, -0.58630, 0.08827, -0.06596, -0.25555, 0.21029, -0.18263
20141113, -0.57033, 0.07486, -0.31411, -0.13419, 0.20493, 0.05010
20141114, -0.57106, 0.11261, -0.00722, -0.23855, 0.20833, -0.09618
20141117, -0.55939, 0.04485, -0.27335, -0.09264, 0.19400, -0.08761
20141118, -0.58328, 0.05445, -0.31960, -0.08234, 0.14345, -0.22337
20141119, -0.56064, 0.09796, -0.21507, -0.10245, 0.08067, -0.28267
20141120, -0.56257, 0.12891, -0.15946, -0.09570, 0.09896, -0.08457
20141121, -0.58354, 0.16341, -0.10934, -0.10112, 0.06193, -0.20356
20141124, -0.59852, 0.20263, -0.22774, -0.30182, -0.03849, -0.01919
20141125, -0.60019, 0.22732, -0.15325, -0.31309, -0.04120, 0.12889
20141126, -0.60770, 0.23215, -0.13135, -0.31723, -0.04940, 0.20863
20141128, -0.54634, 0.13037, -0.38712, -0.22727, -0.03793, -0.04784
20141201, -0.51154, 0.10256, -0.12909, -0.40298, 0.04683, 0.11705
20141202, -0.57156, 0.16718, -0.04927, -0.37713, 0.02571, 0.05259
20141203, -0.60309, 0.13520, -0.00166, -0.28758, 0.01282, 0.21713
20141204, -0.59228, 0.15573, -0.07260, -0.28248, 0.03597, 0.12936
20141205, -0.61633, 0.20358, 0.11292, -0.42927, -0.01353, 0.13368
20141208, -0.51338, 0.14351, -0.16460, -0.34362, 0.02734, 0.09818
20141209, -0.48203, 0.12336, -0.26167, -0.21292, -0.01114, -0.05831
20141210, -0.20656, 0.27207, -0.64148, -1.70819, 0.23170, -1.63666
20141211, -0.18246, -0.01055, -0.26225, -0.27621, 0.04577, 0.13110
20141212, 0.02551, 0.08869, -0.77817, -0.41930, 0.35937, -0.19930
20141215, -0.06925, 0.18909, -0.16809, -0.09122, -0.03618, -0.10341
20141216, 0.15914, -0.00011, -0.41721, 0.12410, 0.11533, -0.51493
20141217, -0.15805, 0.12482, 0.00633, -0.15199, -0.15622, 0.16069
20141218, -0.34364, 0.20301, -0.10797, 0.09207, 0.05190, -0.32379
20141219, -0.37289, 0.22270, -0.08486, -0.01276, 0.12931, -0.57201
20141222, -0.44030, 0.26243, -0.03909, 0.07421, -0.20965, -0.31354
20141223, -0.44168, 0.27935, 0.06500, -0.06098, -0.16562, -0.92041
20141224, -0.47378, 0.30791, 0.00404, -0.09165, -0.06628, -0.72549
20141226, -0.45484, 0.19947, 0.03296, -0.08622, 0.03254, -0.35160
20141229, -0.45006, 0.10187, -0.11025, -0.14288, 0.03870, -0.49428
20141230, -0.39584, 0.07973, 0.00178, -0.08235, 0.09159, -0.33953
20141231, -0.20026, -0.05416, -0.08583, 0.00573, 0.09187, -0.63778
20150102, -0.29739, 0.06558, 0.15193, 0.04888, 0.05245, -0.28973
20150105, -0.10547, -0.06676, -0.12242, 0.18501, 0.11159, 0.00463
20150106, -0.04673, -0.10608, -0.18281, 0.05750, 0.27117, -0.05493
20150107, -0.16672, -0.04143, -0.27962, 0.06951, 0.27083, 0.09645
20150108, -0.34115, 0.05977, -0.23339, 0.06863, 0.20742, 0.02952
20150109, -0.28176, 0.04852, 0.06592, -0.17475, 0.22477, 0.09373
20150112, -0.16065, -0.07233, -0.05477, -0.01988, 0.18082, -0.01566
20150113, -0.08828, -0.11293, 0.08247, -0.12015, 0.19792, -0.18816
20150114, -0.01080, -0.22111, -0.39422, -0.18267, 0.15405, -0.51180
20150115, 0.05153, -0.36402, -0.33784, 0.14581, 0.20161, -0.38959
20150116, -0.05950, -0.21055, -0.48866, 0.22029, 0.13056, -0.14400
20150120, -0.11531, -0.10064, 0.31628, 0.08470, 0.04910, 0.86080
20150121, -0.19450, -0.03972, 0.39342, -0.18200, 0.22955, 0.10705
20150122, -0.36953, 0.08403, 0.21329, 0.15428, 0.24628, 0.00798
20150123, -0.33870, 0.08483, 0.49803, -0.09828, 0.20886, 0.71763
20150126, -0.38978, 0.12716, 0.29469, 0.11246, 0.22129, 0.10777
20150127, -0.26134, 0.00081, 0.15259, 0.28579, 0.23966, -0.03989
20150128, -0.10797, -0.02246, 0.09798, 0.14988, 0.20272, -0.08861
20150129, -0.18420, -0.05532, 0.09262, 0.09108, 0.23126, 0.17832
20150130, 0.03794, -0.23726, -0.11375, 0.13303, 0.25372, -0.00489
20150202, -0.11462, -0.00592, 0.14312, -0.12544, 0.35239, 0.27077
20150203, -0.27648, 0.08952, 0.40937, 0.16923, 0.35400, 0.60628
20150204, -0.18363, 0.08468, 0.44124, -0.45676, 0.29633, 1.19000
20150205, -0.28126, 0.18757, 0.42498, -0.02352, 0.23973, 0.29012
20150206, -0.17095, 0.17303, 0.60257, 0.13195, 0.25478, 0.60683
20150209, -0.11841, 0.36673, 0.15947, -0.53904, 0.14323, 0.26952
20150210, -0.24035, 0.29845, 0.30355, -0.19165, 0.19489, 0.36472
20150211, -0.23597, 0.25186, 0.52573, -0.07856, 0.21092, 0.24975
20150212, -0.37770, 0.26641, 0.54887, 0.03715, 0.23876, 0.21865
20150213, -0.41683, 0.26608, 0.58825, 0.13362, 0.20466, 0.05554
20150217, -0.38557, 0.20558, 0.03127, 0.16164, 0.08681, -0.16479
20150218, -0.38554, 0.26638, 0.42903, -0.09817, 0.10115, -0.77502
20150219, -0.39533, 0.27061, 0.03655, 0.17374, 0.21998, 0.88758
20150220, -0.44851, 0.24607, 0.32379, 0.11342, 0.35353, 0.64188
20150223, -0.44418, 0.21867, 0.20306, 0.25137, 0.62417, 0.44666
20150224, -0.51467, 0.19591, 0.17870, 0.24324, 0.65692, 0.31549
20150225, -0.50702, 0.17700, 0.19434, 0.11165, 0.54528, 0.41925
20150226, -0.50312, 0.14551, 0.12783, 0.03112, 0.19781, 0.37552
20150227, -0.51357, 0.19013, 0.43192, 0.13220, 0.35742, 0.68043
20150302, -0.57116, 0.01188, 0.75130, 0.77268, 1.08501, 0.45451
20150303, -0.52316, 0.04611, 0.56898, 0.67236, 1.16234, 0.44818
20150304, -0.49091, 0.12776, 0.15887, 0.08518, 0.65028, 0.44518
20150305, -0.51282, 0.15335, -0.03438, -0.10283, 0.53590, 0.27235
20150306, -0.42586, 0.07632, 0.10052, -0.05539, 0.57081, 0.55896
20150309, -0.46815, 0.03394, 0.14826, 0.18036, 0.63610, 0.43069
20150310, -0.37976, 0.03428, -0.00364, 0.08939, 0.49363, 0.35051
20150311, -0.33570, 0.02508, 0.16888, 0.16021, 0.42711, 0.30288
20150312, -0.44659, 0.11928, -0.04750, 0.06124, 0.34110, -0.27254
20150313, -0.41439, 0.08833, -0.01458, -0.01709, 0.42264, -0.21949
20150316, -0.46205, 0.07696, -0.15732, -0.33171, -0.03007, 0.02737
20150317, -0.43117, 0.03063, -0.08220, -0.10557, 0.08305, -0.34366
20150318, -0.53009, 0.14521, -0.12071, -0.21468, -0.03355, -0.13741
20150319, -0.50360, 0.13186, 0.27659, 0.05383, 0.26961, 0.11835
20150320, -0.54943, 0.25074, 0.07940, -0.33549, 0.06290, 0.43028
20150323, -0.55439, 0.16228, 0.11095, 0.09347, 0.14140, 0.27872
20150324, -0.52543, 0.16334, 0.06194, 0.05697, 0.24481, 0.77121
20150325, -0.41904, 0.12890, 0.02285, -0.12116, 0.11237, 0.19467
20150326, -0.41549, 0.09908, -0.08213, -0.13096, 0.12425, -0.16530
20150327, -0.44716, 0.13243, -0.01287, -0.25734, 0.07125, 0.02034
20150330, -0.50977, 0.15840, 0.06468, -0.20260, 0.08592, 0.11114
20150331, -0.43898, 0.17636, -0.03279, -0.08792, 0.04875, 0.00647
20150401, -0.42180, 0.20789, -0.13756, -0.04677, 0.03675, -0.19399
20150402, -0.46724, 0.22075, 0.00666, -0.15468, 0.06828, 0.02856
20150406, -0.48016, 0.18406, -0.25132, -0.17250, 0.03752, 0.04915
20150407, -0.47824, 0.17950, -0.25981, -0.13202, 0.06473, 0.02978
20150408, -0.50684, 0.20339, -0.20761, -0.11619, 0.00969, 0.02249
20150409, -0.55836, 0.20060, -0.16919, -0.17465, 0.04422, 0.05892
20150410, -0.59415, 0.16561, -0.14421, -0.20801, 0.07279, 0.05571
20150413, -0.53273, 0.14688, -0.19062, -0.23210, 0.01194, 0.02975
20150414, -0.54339, 0.14303, -0.33081, -0.11598, 0.05663, -0.13109
20150415, -0.59306, 0.16735, -0.19262, -0.16672, -0.09860, -0.02983
20150416, -0.60338, 0.18487, -0.23799, -0.07263, -0.06123, -0.14714
20150417, -0.53226, 0.20767, -0.28769, -0.16361, -0.16536, -0.18719
20150420, -0.58579, 0.18361, -0.48772, -0.07710, -0.04937, 0.00351
20150421, -0.58442, 0.19185, -0.53438, -0.08089, -0.06674, -0.02623
20150422, -0.61203, 0.18805, -0.45847, -0.16555, -0.10075, 0.33808
20150423, -0.60624, 0.18107, -0.31056, -0.31221, -0.08571, 0.04521
20150424, -0.60248, 0.21248, -0.25042, -0.43631, -0.12304, 0.26737
20150427, -0.55537, 0.18039, -0.15999, -0.41870, -0.19265, 0.23802
20150428, -0.58871, 0.19179, -0.16824, -0.43275, -0.21950, 0.20913
20150429, -0.56723, 0.19028, -0.21235, -0.42979, -0.29765, -0.07375
20150430, -0.48762, 0.14661, -0.28311, -0.47370, -0.30494, -0.14737
20150501, -0.59427, 0.18978, -0.14142, -0.40060, -0.17090, -0.05596
20150504, -0.58907, 0.11975, -0.25262, -0.49217, -0.48801, 0.05039
20150505, -0.50988, 0.11583, -0.26923, -0.42668, -0.31218, 0.16847
20150506, -0.46464, 0.09004, -0.34599, -0.60142, -0.26120, 0.51999
20150507, -0.47480, 0.08318, -0.32643, -0.49363, -0.17175, -0.04628
20150508, -0.59406, 0.12918, -0.09292, -0.55100, -0.26717, 0.05946
20150511, -0.54648, 0.14122, -0.17545, -0.47649, -0.10040, 0.10972
20150512, -0.53402, 0.13032, -0.20533, -0.38426, -0.08547, 0.07592
20150513, -0.54616, 0.14230, -0.23863, -0.34762, -0.10263, -0.04738
20150514, -0.59953, 0.16868, -0.17640, -0.35412, -0.11610, -0.15907
20150515, -0.61160, 0.20879, -0.09086, -0.40915, -0.11293, 0.04134
20150518, -0.61471, 0.13226, -0.35182, -0.37218, -0.10976, -0.05276
20150519, -0.61644, 0.07970, -0.27959, -0.39317, -0.11595, -0.17367
20150520, -0.62791, 0.02228, -0.24259, -0.24575, -0.04590, -0.10476
20150521, -0.66088, 0.01864, -0.28571, -0.24308, -0.03525, 0.09941
20150522, -0.65729, 0.06954, -0.39007, -0.18121, 0.11075, 0.32745
20150526, -0.55641, -0.00586, -0.38681, -0.29189, 0.15150, 0.02128
20150527, -0.61739, 0.00601, -0.36451, -0.32582, 0.15151, 0.03105
20150528, -0.60123, 0.01020, -0.34266, -0.27464, 0.17863, 0.03348
20150529, -0.57863, 0.02313, -0.35431, -0.30534, 0.16090, 0.08220
20150601, -0.57263, -0.00772, -0.50468, -0.33686, 0.25653, 0.05228
20150602, -0.55890, -0.01249, -0.41712, -0.29379, 0.25341, 0.13500
20150603, -0.57746, 0.02907, -0.39428, -0.33403, 0.28412, 0.11133
20150604, -0.50245, 0.01115, -0.47580, -0.30460, 0.26131, 0.04902
20150605, -0.53183, -0.00318, -0.57245, -0.29204, 0.09081, -0.05820
20150608, -0.49064, -0.00157, -0.29939, -0.33004, 0.14050, 0.05527
20150609, -0.51779, 0.01823, -0.23775, -0.34347, 0.09064, 0.06983
20150610, -0.58989, 0.00021, -0.22508, -0.41740, 0.15279, -0.02640
20150611, -0.61797, 0.01204, -0.14562, -0.46235, 0.13788, 0.26014
20150612, -0.58162, -0.00599, -0.20570, -0.45291, 0.13819, 0.12656
20150615, -0.50459, -0.06262, -0.35566, -0.22972, 0.05402, 0.16441
20150616, -0.52032, -0.01220, -0.42440, -0.31313, 0.01322, 0.19606
20150617, -0.54715, 0.02937, -0.30545, -0.33897, 0.10160, 0.08672
20150618, -0.60385, 0.10545, -0.29186, -0.28331, 0.07570, -0.18839
20150619, -0.58430, 0.11591, -0.34820, -0.24419, -0.06734, -0.23616
20150622, -0.63426, 0.04894, -0.31072, -0.23792, -0.04730, -0.40489
20150623, -0.66227, 0.05225, -0.31598, -0.26976, -0.01732, -0.17937
20150624, -0.62424, 0.00146, -0.36795, -0.27556, 0.03800, -0.20104
20150625, -0.58717, -0.08273, -0.40739, -0.38785, 0.15096, 0.18917
20150626, -0.58149, -0.08603, -0.32139, -0.48784, 0.16573, 0.04348
20150629, -0.28247, -0.37720, -0.61985, -0.40165, 0.22886, -0.23596
20150630, -0.34203, -0.29738, -0.29976, -0.47391, 0.16375, -0.26329
20150701, -0.46623, -0.20149, -0.21199, -0.42556, 0.07056, -0.14050
20150702, -0.40996, -0.22261, -0.15929, -0.39977, 0.08282, -0.18461
20150706, -0.36148, -0.21887, -0.05954, -0.55528, 0.17155, 0.13823
20150707, -0.44455, -0.19382, -0.07258, -0.50542, 0.17949, 0.42626
20150708, -0.23736, -0.42298, -0.21441, -0.54381, 0.29167, 0.23273
20150709, -0.24122, -0.34521, -0.13022, -0.43374, 0.20526, -0.07025
20150710, -0.40562, -0.19252, 0.07091, -0.37906, 0.09647, -0.03447
20150713, -0.58096, -0.12615, -0.24129, -0.20702, 0.16193, 0.24673
20150714, -0.60708, -0.07192, -0.12981, -0.29614, 0.23537, 0.23209
20150715, -0.58311, -0.05561, -0.14231, -0.31465, 0.20559, -0.19111
20150716, -0.66910, -0.01252, -0.18620, -0.16737, 0.16008, -0.21487
20150717, -0.67763, -0.04328, -0.18899, -0.32817, 0.26542, 0.01146
20150720, -0.66755, -0.02548, -0.16820, -0.35090, 0.16459, 0.09628
20150721, -0.65554, -0.01717, -0.11519, -0.22062, 0.10424, -0.00639
20150722, -0.66291, -0.00698, -0.08656, -0.25999, 0.15133, -0.08461
20150723, -0.62172, -0.01995, -0.07945, -0.31394, 0.18377, 0.19691
