,Date,1m_BBG,2m_BBG,3m_BBG,6m_BBG,9m_BBG,12m_BBG
16,2008-11-26,-0.15272624430638115,-0.1513353014313027,-0.1318531793286346,-0.06656439824850047,-0.0631426220303819,-0.0764054843579216
19,2008-01-12,0.593972958093161,0.42414232674900454,0.3474487681176568,0.2535974052414849,0.1899140624532072,0.19350479186721237
20,2008-02-12,-0.10132641346981719,-0.07396096854385759,-0.05553804799473128,-0.036633474206973604,-0.02822630685936467,-0.01804788669258417
21,2008-03-12,-0.1562912254803459,-0.0857653260636938,-0.07091690598516809,-0.0658794661842047,-0.04984426581062085,-0.03280268993436253
22,2008-04-12,0.15423710463151763,0.15106584171390458,0.12816233646720643,0.17275095295763232,0.15251921495419607,0.10920980743305742
23,2008-05-12,-0.14947277411660898,-0.11294636442295514,-0.10661442129971999,-0.12016751093239264,-0.07889156011570064,-0.0550990313983607
24,2008-08-12,-0.027387929708974967,-0.08055388564959365,-0.07155908699680291,-0.04033923018282293,-0.04385106742492739,-0.05667633460215338
25,2008-09-12,-0.02295863924425534,0.03297259752819337,0.03698584107901115,0.04861983967042183,0.0479552418429845,0.025074055398137007
26,2008-10-12,-0.10428303646649795,-0.06934856306199277,-0.05865582474197972,-0.009646225720249535,-0.026307961913506706,-0.02203470907395677
27,2008-11-12,-0.021105162112773024,-0.004352402207234429,0.0003458617197076297,-0.005455977203720486,-0.01005226205582288,-0.014766111191091946
28,2008-12-12,0.014013007965343771,0.028229538339386018,-0.0065062697210127585,-0.00961047652359559,0.00335669817634332,-0.0011350281456942168
29,2008-12-15,0.14801276398140084,0.0349202728592557,0.04746123596128182,-0.02940469322229966,-0.013976478627758748,0.008718142430312215
30,2008-12-16,-0.18172124187722205,-0.15055685301884614,-0.14220514465277911,-0.10046491507748567,-0.1069191817171925,-0.08910015679434102
31,2008-12-17,-0.11711188740197465,-0.06357615832306007,-0.07564291365456133,-0.02785451736522704,-0.027553306817743706,-0.043665089369745114
32,2008-12-18,-0.04121908444288902,-0.02447563192337887,-0.03343749452989997,-0.02738422680845154,-0.012427228115065692,-0.007961411553820574
33,2008-12-19,-0.1376596784634877,-0.16685028789495593,-0.15473499100156318,-0.09006329480256237,-0.07450382937823596,-0.05313199720938966
34,2008-12-22,0.04362113866135631,0.05304859239208248,0.008658148502368457,-0.00955086712866926,0.002607265938224579,-0.0016570699805358302
35,2008-12-23,-0.003947078784850677,-0.04283046276354452,-0.000976863213719037,-0.009745682702110514,-0.0016851954514036649,-0.0026520300303876088
36,2008-12-24,-0.04594434297959238,-0.03257674451939463,-0.03934911180043732,-0.021161944443445102,-0.02345935803242949,0.002427717315568012
39,2008-12-29,0.0453627994324346,0.05264856296866838,0.0751838118033259,0.010238820907742197,0.004665088645456894,-0.0010814062131598856
40,2008-12-30,-0.13394139997585686,-0.1010209207811289,-0.08785648018475667,-0.07764352256833607,-0.05944090308317185,-0.047490415832698085
41,2008-12-31,-0.11607622366458836,-0.08784376375215974,-0.08530069267536855,-0.09476755523900815,-0.052814800006194984,-0.04141187696587645
44,2009-05-01,0.16255517904387773,0.15445260662452265,0.06653361469341945,0.034496842859924604,0.025619837513702448,0.03243171054018368
45,2009-06-01,-0.04019787248141038,-0.062307428788797026,-0.053528430153347406,-0.046376122967841216,-0.009157987315812077,-0.01733208338989156
46,2009-07-01,0.2946227282382048,0.25012842215061126,0.20260181108467257,0.1719163008827176,0.10066445889324105,0.08712862013444678
47,2009-08-01,-0.06497348735251107,-0.04701592389112874,0.0009009476820198703,0.002425632056615612,-0.005289936675126672,0.004627589883491767
48,2009-09-01,0.0005300848802118896,0.059460060899710454,0.03022757751159655,0.025905666684509443,0.02209879115508695,0.01518967670249216
49,2009-12-01,0.23518913450235668,0.18692408414418193,0.16823541523335162,0.1097105881331153,0.09769118076893424,0.11020576940367444
50,2009-01-13,-0.07235409380722158,-0.07135729221787002,-0.004873523285232051,-0.0011258403850371579,-0.0015561847959637554,-0.011170666436161047
51,2009-01-14,0.21406112512094633,0.2493365952644171,0.15592358025413144,0.1502209172644795,0.12689301477280557,0.08691690836236154
52,2009-01-15,0.07579779465912062,0.03164982163408414,0.05555031072032546,0.03753950552754781,0.037554996168187804,0.046948254633717657
53,2009-01-16,-0.16627548463893493,-0.14762007356047513,-0.11492833357759447,-0.05515876004082343,-0.04827596103482579,-0.051695027585387465
56,2009-01-21,-0.307279789083418,-0.1767355418565254,-0.1658126640018075,-0.13127776172335837,-0.11080722241335772,-0.11317500791214363
57,2009-01-22,0.009890509348795096,-0.054997626015729995,0.036215606812477485,0.03848897562898501,0.014356881898289986,-0.012850415734936504
58,2009-01-23,-0.014558417474071828,0.06004364806208673,-0.04480705582267186,-0.04201535314311555,-0.016457459920909634,0.0051102507825242505
59,2009-01-26,-0.03970106548097485,-0.14323787208565986,-0.10189029672684691,-0.08513109856789514,-0.0643684743752515,-0.04831891595333704
60,2009-01-27,-0.1287075647409115,-0.09830291599426566,-0.09288322530141568,-0.041410170117578415,-0.05091582448700405,-0.05692027157550983
61,2009-01-28,-0.1622360569266228,-0.06753700208388647,-0.08375485037578412,-0.11513486324052669,-0.07581560452541902,-0.06461875315953058
62,2009-01-29,0.13281888728399838,0.08040747297856221,0.061630668185098436,0.022168953431042082,0.03836838622417882,0.04566478932952456
63,2009-01-30,0.149658697553831,0.09584465210470872,0.04856191989012215,0.0633017983496591,0.04620568683924908,0.05071049405122574
64,2009-02-02,-0.010152106665835214,-0.0057317296277304974,-0.04541048321567209,-0.01703200979401065,-0.01607268328063438,-0.002279652193193038
65,2009-03-02,-0.08519710904213473,-0.0731571133063933,-0.07552991053819413,-0.04874622770076131,-0.04432222498901606,-0.049700877043367564
66,2009-04-02,0.04405085885726101,0.024043701073840795,-0.0174367973645444,-0.009432823865068163,-0.014660191093035624,-0.016013132524138607
67,2009-05-02,0.001708273057429155,-0.004666317810091192,0.01916087886618545,-0.019514662864567933,-0.011043989960953349,-0.01512964276786355
68,2009-06-02,-0.04388069892539925,-0.028120262674452445,-0.09735735585601057,-0.02918308822045923,-0.01825082859326277,0.03101972391210106
69,2009-09-02,-0.019039847520137543,0.004173542542527109,0.1953596320103841,-0.008005806653224257,-0.017484508035967794,-0.055020248610185285
70,2009-10-02,0.17487012697179516,0.18346333507261692,0.07592784654367479,0.1393410002415414,0.11400747536067568,0.10221282046904734
71,2009-11-02,-0.05765813354382754,-0.05946430726384355,-0.024724232436898697,-0.043760784014958753,-0.043072615876171394,-0.03997316026569098
72,2009-12-02,-0.0014179913313594472,-0.1891374876931715,-0.10142280833029571,-0.029396672878789998,-0.01921348695944447,-0.022358511554026794
73,2009-02-13,-0.13788892870136693,0.019351091363447592,-0.04731692313096125,-0.04005491340162015,-0.028787105577670724,-0.022396548877342548
76,2009-02-18,-0.047375340635724905,-0.03997444190363264,0.09101313066568761,0.0064661072848541945,0.0201374172958364,0.022169352693683475
77,2009-02-19,0.03469174389667162,0.026783594173522163,-0.08552029546841022,0.00754290171496641,0.009603472994815565,-2.3429557745258123e-05
78,2009-02-20,0.10338625158747994,0.06390449032862344,0.061061087459167274,0.05128370932563597,0.030226704491413292,0.030979213489422674
79,2009-02-23,0.15929940079607796,0.13311039427527183,0.16813440201876384,0.08160137078880214,0.07451051216178484,0.06765007075235507
80,2009-02-24,-0.3071563660167861,-0.2552224759364917,-0.24128447285302812,-0.16474944016607396,-0.1314448959623844,-0.11639166183625915
81,2009-02-25,-0.04669357735363011,-0.023533698282321214,-0.020713936403995215,-0.0035044522305202053,-0.011090739994120025,-0.006430785901311631
82,2009-02-26,0.043923939730544204,0.03073045752325032,0.022806826431013727,0.0277830871273268,0.03658391206846279,0.019817285790735495
83,2009-02-27,0.04394445774245592,0.005011476805544701,-0.003085563423779303,-0.01988600920305883,-0.022638021297154087,-0.01452091121555743
84,2009-02-03,0.3902242954836028,0.3218264791532932,0.2617447040235925,0.20329108395093298,0.12738560574662516,0.10788925284736761
85,2009-03-03,-0.1298816508848597,-0.11438628095035985,-0.09102210590293713,-0.06825468469553586,-0.04826365370110208,-0.04577960264960923
86,2009-04-03,-0.12357034627648911,-0.1476030454017736,-0.15945778187604487,-0.12570783416863673,-0.11501561730971677,-0.1136213605656613
87,2009-05-03,0.2367708399054771,0.17832212763393618,0.1431582792044055,0.11224389960063719,0.08518890399226309,0.0796593682573119
88,2009-06-03,-0.046096391311940765,-0.022153841303496402,0.005315759618529148,-0.01561093217837528,-0.03046984298232891,-0.0274613233597929
89,2009-09-03,-0.01991675693564965,-0.0009566165838683638,-0.01114770665945286,-0.026902331665242918,-0.005147015504176067,-0.008624815225367843
90,2009-10-03,-0.2155656361924292,-0.16514119912236136,-0.17079889493213574,-0.14846415946207547,-0.12845091763724614,-0.12657108655067928
91,2009-11-03,-0.0529411619612179,-0.05237362680272395,-0.01300369444741356,4.3053564255046695e-05,-0.014456796340395428,-0.016554403127535755
92,2009-12-03,-0.09975863423787579,-0.07648645504043095,-0.07666371242440206,-0.055223720702816226,-0.034994761994157186,-0.03603904833240312
93,2009-03-13,0.06731285609979487,0.06787745985494409,0.06579405456434251,0.0615411644856283,0.060167150436561956,0.06407970205372093
94,2009-03-16,0.12202512371508978,0.07900818775314211,0.05325337106293637,0.03443883439639128,0.016083587963054535,0.013321883717354766
95,2009-03-17,-0.1507158760225208,-0.12520924544691836,-0.09605830336972232,-0.06836643348883298,-0.045839064469895274,-0.041317213710987066
96,2009-03-18,-0.01677554445460494,-0.01813411313287039,-0.019386382527583845,-0.003927395008174295,0.001232332583459339,0.007981556517110855
97,2009-03-19,0.12009225996490369,0.16948105828505722,0.16402257616790283,0.11455348982538838,0.10309919980671656,0.0966962368692521
98,2009-03-20,0.13043444439769347,0.1410529149829176,0.14709004811511717,0.10921859970892811,0.08272491558864425,0.08595428895875767
99,2009-03-23,-0.1561538851493801,-0.14034446515836208,-0.1008099999104386,-0.11375165704587198,-0.09168526926256337,-0.10158180985315579
100,2009-03-24,-0.0003129913795045791,0.004411507157407346,0.019831050476343037,0.0039069857094415905,-0.006478414014433165,-0.007729909302700122
101,2009-03-25,0.039773782649153544,-0.0019361540136502153,-0.06440577669859349,-0.034637960163604764,-0.009075405945284776,-0.009885871732395524
102,2009-03-26,-0.11478438525755486,-0.08898155392396545,-0.09635788719681393,-0.011347807085941186,-0.041629002167534956,-0.03254037008925181
103,2009-03-27,0.007491166240598535,0.038289511397060494,0.073867268287372,0.05439679122357499,0.042578804921850955,0.03765613543414226
104,2009-03-30,0.2287335936388375,0.19151486973794407,0.15471490599457205,0.10155209257961717,0.10152865169329339,0.09691299451932811
105,2009-03-31,-0.07432617377056239,-0.0698462130236529,-0.020470759002767513,-0.016855554982754484,-0.02636902772954941,-2.6978467086768987e-05
106,2009-01-04,-0.061687567014529154,-0.05623117475493522,-0.07964485596408821,-0.048162456972150824,-0.026253539632403844,-0.048269242183396566
107,2009-02-04,-0.012521196656978817,-0.015933774787804333,-0.014237508017817313,-0.03724265191876486,-0.018391039484391913,-0.001838685639203752
108,2009-03-04,-0.09172988151272732,-0.042747692042665264,-0.05806733379691087,-0.01989240328176556,-0.008534235950947489,-0.009006820487656442
109,2009-06-04,0.028360071213436422,-0.02736182375887497,-0.014160368859584938,0.01151421133600583,0.009299119896912789,0.006225715822724132
110,2009-07-04,-0.03284967439791997,0.004812102163699317,0.01254101196792945,0.012431189282680055,0.0069968625393717065,-0.0013206954503162116
111,2009-08-04,-0.06681307392633729,-0.06765353400425489,-0.05850324849095978,-0.03640676053583991,-0.024231992927856383,-0.021436173059056207
112,2009-09-04,-0.10997664055396883,-0.10413817732054775,-0.06422888389369785,-0.03674276503825691,-0.04601508387943276,-0.0540221358237396
115,2009-04-14,0.02347219077525753,0.0033524793843742184,0.013462824941087304,0.012317975294046768,0.012568020932745227,0.019360787349520958
116,2009-04-15,-0.07453075438563284,-0.028004189566669946,-0.026612987069681515,-0.04273668003570563,-0.016144965071577144,-0.01647053806006127
117,2009-04-16,-0.07862929953261577,-0.07096468945353163,-0.061745167433316595,-0.03898262260646079,-0.054914615444801806,-0.04622249105003362
118,2009-04-17,-0.07232525204786866,-0.08306345574771534,-0.058640198104264685,-0.05525027347152345,-0.062374791013125486,-0.05656404658010705
119,2009-04-20,0.363479297767324,0.27318749857795677,0.16889581258600694,0.09302486649829089,0.12050900747668969,0.10558322976016976
120,2009-04-21,-0.10870654213158693,-0.0811565619880662,-0.0826954728991407,-0.04191546098100529,-0.032671107741691796,-0.017995848740359532
121,2009-04-22,0.004770662432740602,0.010634069925638867,0.010270091847143892,0.0020124223321358325,-0.0036938155667659567,-0.00802182897205217
122,2009-04-23,-0.026738847633307694,-0.018587523852242827,-0.014046397196728067,-0.008682246468715626,-0.004218966666362234,0.008230519289315508
123,2009-04-24,-0.015819231859336425,-0.011559427156945246,-0.009370892970160138,-0.0067576946943463945,-0.008173250102620377,-0.008221401491928737
124,2009-04-27,0.0947948082715615,0.0640210639937715,0.051057760209397784,0.030586523774395857,0.025243995352073556,0.02553187836018389
125,2009-04-28,-0.027335222120481895,-0.021116201481061858,-0.015656234644451095,-0.008488230782783601,-0.017347720882626705,-0.018632429348058976
126,2009-04-29,-0.08247839916138444,-0.08073850793319182,-0.08249068281650118,-0.05836038391077758,-0.04639317458319059,-0.04988934833965475
127,2009-04-30,-0.021343144783030343,0.00722415181474223,0.005608661117117553,-0.006220061956515033,-0.009018931284568765,-0.01108905150306827
128,2009-01-05,-0.023250501539771373,-0.024386830811235605,-0.023244809112252574,-0.026511109568336133,-0.030925224794240758,-0.03159613642760506
129,2009-04-05,-0.03518665230613094,-0.06993087043661406,-0.0773983937383741,-0.07826657662733427,-0.06349168628628843,-0.056217583589244335
130,2009-05-05,-0.056269041215439186,-0.04050357484407141,-0.02748258463110298,-0.0061046359649642445,-0.007961637426736168,-0.004507669738583631
131,2009-06-05,-0.06122746330488571,-0.07155996736276338,-0.06343685491324225,-0.053089089896725894,-0.04970322037031949,-0.04498979104867429
132,2009-07-05,0.09274918225405138,0.06988799408532831,0.05491308260263672,0.0332181919462009,0.03846228411482677,0.030371822302454277
133,2009-08-05,-0.13294955636601957,-0.11268399635964232,-0.09802485326138122,-0.08043835466530969,-0.08520093952178809,-0.0826646439850246
134,2009-11-05,0.0719294777677808,0.04880175964232669,0.04680013266943739,0.03142068102779483,0.01778301294535045,0.02112510131236056
135,2009-12-05,-0.050454786741770064,-0.04186217129263081,-0.03146530574599815,-0.00667568608492719,-0.013010647854224011,-0.02140307545473641
136,2009-05-13,0.10329249383707428,0.08520413196600285,0.06551770456371786,0.03401064598863268,0.024008235404303413,0.020323462463371467
137,2009-05-14,-0.13670420225022428,-0.11354898552423032,-0.09645194609285879,-0.0839439375425306,-0.07823608473131893,-0.08197970378293928
138,2009-05-15,0.12632850974085308,0.07793017768159283,0.06306149662661364,0.04473780403994532,0.044075441393331305,0.0395255985053109
139,2009-05-18,-0.18707416340336758,-0.14397650327297862,-0.11940985666062587,-0.09049533788057085,-0.08684353153324653,-0.07797777873075884
140,2009-05-19,-0.12312438380200275,-0.05494987705779486,-0.05717507691842372,-0.05447248272958938,-0.03458928432300645,-0.030307511989094427
141,2009-05-20,0.07128009877007169,0.03206078383912048,0.022287023842749498,0.012550297898065166,0.011223677145464794,0.009591188805376571
142,2009-05-21,0.20804099342600368,0.16369202101684355,0.13355294794999595,0.11116558024321987,0.09113492874134166,0.09223090777328347
143,2009-05-22,0.00139480333540698,0.005553313560391571,0.005633116628390056,0.0162024328508521,0.020994456230368108,0.013018740049750788
146,2009-05-27,0.1250011586365758,0.10376851180907076,0.052090902613781465,0.04386961934080946,0.037874951499260234,0.03908613060812849
147,2009-05-28,-0.06080366892952771,-0.021592970242415466,-0.02516645440497345,-0.01163054942442443,-0.009012594279892205,-0.01553175680877783
148,2009-05-29,-0.08216824773624998,-0.07335627065975137,-0.05961562611677329,-0.035456435652488794,-0.02712298815176961,-0.022693221487929183
149,2009-01-06,-0.07157923734798588,-0.08034760285989473,-0.04594856298515371,-0.044095283185949574,-0.05484862762140297,-0.03123630717949233
150,2009-02-06,0.0042449677578655365,0.03379988809359191,0.013998393698928302,-0.0007194945694968258,0.002651531704315868,0.0008917666473926555
151,2009-03-06,0.13075049231473002,0.14231380784846182,0.12471118955916927,0.08864222246291287,0.09793383096180519,0.07745797472990779
152,2009-04-06,-0.0644673221408737,-0.04622179526983139,-0.0444530522046378,-0.02408657073245568,-0.02316870663257764,-0.017608453134658864
153,2009-05-06,-0.03292452166849502,-9.403630253213002e-05,0.0066389717199124565,0.0017822406955159131,0.004110611552035515,0.003618952629829586
154,2009-08-06,-0.03791664795279426,-0.02407396764105163,-0.010230021677567369,-0.002727706311031808,0.0003434085284261812,0.0018868717421989256
155,2009-09-06,-0.11223229953263625,-0.08105483469012642,-0.07395834483169461,-0.039359584349144106,-0.029049227732620864,-0.030482196444170717
156,2009-10-06,0.06242519798095758,0.04334102087629521,0.028847403543262207,0.01708895248252329,0.009316252249929935,0.007690771402943053
157,2009-11-06,-0.01806907219130305,-0.06951994012171725,-0.08262480685864038,-0.07405856373297548,-0.06357778876319287,-0.053115256049956705
158,2009-12-06,0.04119747482220748,0.017199485562589878,0.003223314363608676,-0.0025952045781214572,-0.002862491069611117,-0.0007599010081192903
159,2009-06-15,0.23319054964792074,0.15564090888305637,0.12437080639943221,0.08644556343490195,0.05514031565944011,0.06065451148569201
160,2009-06-16,0.047359643443283916,0.07140217887193256,0.09115907347809582,0.04896418050427376,0.038503102667643896,0.03088867032963405
161,2009-06-17,-0.04142128161291758,-0.013162554464212661,-0.0315060702613712,-0.004031427828222411,0.00459579316222225,0.004075463195776452
162,2009-06-18,-0.08749131723702486,-0.04797176944118431,-0.03989880455855144,-0.0327810452786893,-0.02902292302674625,-0.020125269990656225
163,2009-06-19,-0.15574804868242142,-0.11235888975667607,-0.07005452958924308,-0.027867603957799747,0.0038303026968131704,-0.0049652332036393965
164,2009-06-22,0.2607036126498923,0.1732384986391351,0.1405581004039549,0.07561928436603593,0.04271912564511293,0.04341452427918102
165,2009-06-23,-0.03934455421928895,-0.039130646242584555,-0.04670894547938542,-0.027644482510177926,-0.03450235625282261,0.007203749059856657
166,2009-06-24,-0.05872052957040097,-0.0585076015266317,-0.03514505041440341,-0.02731958458441197,-0.018680799032574247,-0.03737682037097312
167,2009-06-25,-0.18364544382093895,-0.15921428942695648,-0.11615819014682371,-0.07303628317647815,-0.04867520624837418,-0.05363694118949347
168,2009-06-26,-0.07613173987407695,-0.04659378818776394,-0.03755642171013873,-0.029625133617234622,-0.02465908602240552,-0.004380186092778349
169,2009-06-29,-0.021683046243322623,-0.06583578970501158,-0.07124081474414234,-0.06420666213545367,-0.06525939035132822,-0.07623118191340872
170,2009-06-30,0.07807285353450943,0.09852600193651972,0.05820757404430976,0.05047784964312507,0.03366676344956798,0.02098940245812564
171,2009-01-07,-0.0188182669556356,-0.029890455429410046,0.015026067559644973,-0.020686842610436296,-0.022785124788629596,-0.014936887573653412
172,2009-02-07,0.09447018372100913,0.10593925472248111,0.1038529432040114,0.08648416254738867,0.08089700598488414,0.06920811377665204
175,2009-07-07,0.126881230575824,0.11518426131076964,0.0468851375490531,0.05410096198552594,0.04344452593392689,0.04766117805918069
176,2009-08-07,0.03385802550607475,0.0016454817771880403,0.09184374477284463,0.019576454959385092,0.044200526172245125,0.007995204126617583
177,2009-09-07,-0.11144506998506276,-0.036983311613558056,-0.09893168849721878,-0.030555763246941536,-0.04333360655379104,-0.01275981357529965
178,2009-10-07,-0.06669991572596357,-0.01158916212872474,-0.005238265211059079,-0.005672716752275986,0.004557815643109864,0.006642314474486266
179,2009-07-13,-0.087601606455181,-0.1203221659509669,-0.10752360892811219,-0.06885932992892274,-0.0626074582458842,-0.04769786212805971
180,2009-07-14,-0.04477225449695621,-0.03374365422061909,0.04282187179242536,-0.013522369182468075,-0.007648788909523918,-0.018363088694108742
181,2009-07-15,-0.018554891669453344,-0.032031118213763476,-0.09943484455769913,-0.030593016108942384,-0.0428111261359696,-0.023276702906789404
182,2009-07-16,-0.05668717180800653,-0.030685423697552672,0.03585755003535818,-0.031181493957126993,-0.02761634280050962,-0.04903613280661301
183,2009-07-17,-0.04926934432599461,-0.013283212843163361,-0.06546920476234108,-0.01199724576863892,-0.004602677419491608,-0.001749054240346326
184,2009-07-20,-0.051944490284196454,-0.04679493895400488,0.05842832740192083,-0.04778315087127738,-0.01089165569516215,-0.012298191582964746
185,2009-07-21,-0.032246402327583024,0.00076926456302151,-0.11022152732169954,-0.0099061875437223,-0.008395430883816557,0.0022461281060544014
186,2009-07-22,-0.03716487952092262,-0.06131534043154019,-0.027261245791463162,-0.020997105055131415,-0.021098920276922395,-0.01746158556394317
187,2009-07-23,0.009748217920142466,-0.04709072813717052,-0.05278269325928453,-0.04425622868220713,-0.05168629244468348,-0.05476889291285347
188,2009-07-24,-0.055078976610085206,-0.021913503761243236,-0.009567251443298952,0.007837698711918195,0.0019145888473051098,0.0005858930379964988
189,2009-07-27,0.1066119563619552,0.07943998535616781,0.04832623402938041,0.018956849501707396,0.0013247197201256,-0.005031081014467476
190,2009-07-28,0.04182786421990592,0.07479538136984543,0.06498409941753414,0.06306728885481605,0.04910661916558934,0.03668696472546085
191,2009-07-29,0.07305727032227938,0.057510952834719076,0.04766036773558713,0.033132125708772886,0.02647316384775955,0.02015808420473464
192,2009-07-30,-0.04153802145271723,-0.036655206947414753,-0.028058671197672025,-0.025666357536571316,-0.018372977662311163,-0.0165836747173409
193,2009-07-31,0.08448707976232073,0.033942886463850686,0.007217880186581205,0.02023113476618099,0.028204255689180835,0.030357070290693677
194,2009-03-08,-0.029263398167732046,-0.03778751413928494,-0.021152380977319418,-0.03422077537534285,-0.041806435016955024,-0.04247730386172355
195,2009-04-08,-0.05468123278990089,-0.02264437585540313,-0.03300212639470346,-0.03038597625589612,-0.02204677206487149,-0.01419415102208288
196,2009-05-08,-0.049984919508977654,-0.03511306300056338,-0.017802412054797823,0.0024326245146251146,0.007165034593918929,-3.0005997788129513e-05
197,2009-06-08,0.09258185667248409,0.08500293440284579,0.06379466595574379,0.040969995911121604,0.029384808831413256,0.031500276864240506
198,2009-07-08,-0.06879085989063571,-0.09221286987936006,-0.0862444619349032,-0.06739473368786031,-0.053680816152213096,-0.0450079170808948
199,2009-10-08,0.03381698994876725,0.04432053996149521,0.027702509656797325,0.015738611541827874,0.011709411282454063,0.013421525820440872
200,2009-11-08,0.04602882552773169,0.06608015661270206,0.06053825793204415,0.04272573457688966,0.031104655068229903,0.02640385381674748
201,2009-12-08,-0.01633417306545193,-0.023363428168393652,-0.018771236893159515,-0.003963964397272202,-0.018043567826961593,-0.018879838377873437
202,2009-08-13,-0.050711211595614536,-0.026449059522227425,-0.01723360181505773,-0.0073150374075476865,-0.005907803416693613,-0.009291836019807431
203,2009-08-14,-0.0025199020327976163,-0.006737094746762873,-0.004383255596246194,-0.004168006172923677,0.002167945404246474,0.005722325625374003
204,2009-08-17,0.3271915566705197,0.19465394432445482,0.17514051435510658,0.1320158943769869,0.12107771012716606,0.10358689097106288
205,2009-08-18,-0.12830953916724064,-0.05837703215936174,-0.05272005605642349,-0.04509105444720851,-0.01629649333445604,-0.013039525013725517
206,2009-08-19,0.023823085546575307,-0.027737488461623383,-0.018362777228665306,0.005893117909263834,0.005784330747705901,0.01003539703893086
207,2009-08-20,-0.12982262273223322,-0.04293476772901439,-0.034594418227676726,-0.028276907821864428,-0.03488823982074685,-0.03174399488592572
208,2009-08-21,-0.04475820394000951,-0.048139781189684094,-0.0413225944422686,-0.03204088949159778,-0.011023199439994857,-0.007121582744528565
209,2009-08-24,0.03192340999060583,0.03498838045892305,0.036771697005506754,0.03128163973289677,0.024646854232191595,0.004577032544244686
210,2009-08-25,-0.03063253017580514,-0.017463727052543065,-0.011821233011600096,-0.010167085997142,-0.005348403620977771,0.00029750344856815936
211,2009-08-26,0.026315535613424368,-0.003466926568544859,-0.006755375550551723,0.030089680292808563,0.016020793536492883,0.009881355389345314
212,2009-08-27,-0.010076919990905542,0.0018788601461203758,0.018768194365948787,-0.00018383234584884445,0.019307882814606936,0.01146864073009235
213,2009-08-28,0.018551923601728637,0.02810527312883493,0.0011567319103433782,-0.025149373172209666,-0.03179709489436844,-0.014291230182343018
214,2009-08-31,0.05079747767888354,0.04825406584121983,0.04207327631703528,0.06761829560483257,0.050620598921591764,0.03285540076380955
215,2009-01-09,0.28791454203565814,0.1561858649718737,0.12826471380137905,0.08013682698812397,0.07307156857578323,0.061670666991643586
216,2009-02-09,-0.001983201739011231,0.0028624684766982433,0.008783112812467575,0.0084991369917653,0.011363712419023342,0.016117040058171384
217,2009-03-09,-0.13567092034949157,-0.09683982759430954,-0.08367063749358561,-0.058868149607596454,-0.05286075879283647,-0.03495160033329858
218,2009-04-09,-0.14703081004941754,-0.09113647151429427,-0.07398615090614624,-0.059335176352039,-0.04181261804796976,-0.04315284918088147
221,2009-09-09,-0.0876116663737847,-0.08839100540127298,-0.0672958364441224,-0.053998534531737086,-0.046254222850143134,-0.04262160350735156
222,2009-10-09,-0.06215289454371675,-0.03483742005134305,-0.04604202623718978,-0.05630113113908808,-0.05636488047008559,-0.05480762567141917
223,2009-11-09,0.03788117034253413,0.009387069357904787,-0.005111395815016517,0.004322333077282359,0.017048739409175173,0.017226907256293833
224,2009-09-14,0.008333792293914843,-0.014390634688811077,-0.024530700578271003,-0.030454342269166546,-0.020081815886226928,-0.01480002012509618
225,2009-09-15,-0.024785834462409895,-0.06026690943419599,-0.012341513758856615,-0.004584732187938312,-0.00995577377811363,-0.009088042207961
226,2009-09-16,0.07940569376183548,0.0021571088466509902,-0.016112143757059827,-0.011788911772416255,-0.02294200171899974,-0.02386724550886743
