,date,near,next,RET
646,1998-07-27,26,54,-0.05612109964930112
647,1998-07-28,25,53,0.050436002067119734
648,1998-07-29,24,52,-0.026489314999065594
649,1998-07-30,23,51,-0.10667528432522055
650,1998-07-31,22,50,0.08011294991448437
651,1998-08-03,19,47,-0.008856130837623821
652,1998-08-04,18,46,0.23673291070829383
653,1998-08-05,17,45,-0.08238432838286602
654,1998-08-06,16,44,-0.16274767114542643
655,1998-08-07,15,43,0.015919011760226143
656,1998-08-10,12,40,-0.029459015870664573
657,1998-08-11,11,39,0.12725832840431073
658,1998-08-12,10,38,-0.15015515493935283
659,1998-08-13,9,37,0.08074267949302416
660,1998-08-14,8,36,0.16399729544756703
661,1998-08-17,5,33,-0.1645401197308386
662,1998-08-18,4,32,-0.22646672885480557
663,1998-08-19,3,31,-0.0121470796031945
665,1998-08-21,29,57,0.13246952799679645
666,1998-08-24,26,54,-0.20911664329432178
667,1998-08-25,25,53,-0.10234898137059278
668,1998-08-26,24,52,-0.02488845264731221
669,1998-08-27,23,51,0.5621090964976874
670,1998-08-28,22,50,-0.1031787836635748
671,1998-08-31,19,47,0.1771778054481843
672,1998-09-01,18,46,-0.2980966617328048
673,1998-09-02,17,45,0.016475633337472706
674,1998-09-03,16,44,0.07211449520305235
675,1998-09-04,15,43,0.023373526143467327
676,1998-09-08,11,39,-0.3430685688504941
677,1998-09-09,10,38,0.1190351181291549
678,1998-09-10,9,37,0.2853902743679273
679,1998-09-11,8,36,-0.19737544834773013
680,1998-09-14,5,33,-0.2115635726132089
681,1998-09-15,4,32,-0.18178815091819034
682,1998-09-16,3,31,-0.08278480466938376
684,1998-09-18,29,64,-0.10018821106656117
685,1998-09-21,26,61,-0.0854857019165095
686,1998-09-22,25,60,-0.15980647348975274
687,1998-09-23,24,59,-0.22680613529901872
688,1998-09-24,23,58,0.1045032255676821
689,1998-09-25,22,57,-0.07427098296404
690,1998-09-28,19,54,-0.0760219817286939
691,1998-09-29,18,53,0.04027941866737028
692,1998-09-30,17,52,0.1648238207093382
693,1998-10-01,16,51,0.13653062081009715
694,1998-10-02,15,50,-0.17322518298084666
695,1998-10-05,12,47,0.015209686374268117
696,1998-10-06,11,46,-0.08232437845616614
697,1998-10-07,10,45,0.18226318423748977
698,1998-10-08,9,44,0.05109643296190436
699,1998-10-14,3,38,-0.44966331463112363
700,1998-10-09,8,43,0.4127152797084561
701,1998-10-12,5,40,-0.17048182210415752
702,1998-10-13,4,39,-0.050445738868525436
704,1998-10-16,36,64,0.131293422948201
705,1998-10-19,33,61,-0.3131990061707537
706,1998-10-20,32,60,0.07938421598971357
707,1998-10-21,31,59,0.026838781459513017
708,1998-10-22,30,58,-0.15990393046663076
709,1998-10-23,29,57,0.013462179584046163
710,1998-10-26,26,54,-0.12071397991080757
711,1998-10-27,25,53,-0.10741946719644202
712,1998-10-28,24,52,-0.061491834162751835
713,1998-10-29,23,51,-0.253869506689435
714,1998-10-30,22,50,-0.09014778412399294
715,1998-11-02,19,47,-0.09293810972046779
716,1998-11-03,18,46,-0.05231640480118083
717,1998-11-04,17,45,-0.050162556034824446
718,1998-11-05,16,44,-0.15953837302630225
719,1998-11-06,15,43,-0.0520283923565783
720,1998-11-09,12,40,0.05028213084475697
721,1998-11-10,11,39,-0.016327989835309586
722,1998-11-11,10,38,-0.01138867015784728
723,1998-11-12,9,37,0.09385467860897956
724,1998-11-13,8,36,-0.09561661979442104
725,1998-11-16,5,33,-0.08866841629883382
726,1998-11-17,4,32,-0.05294888902840378
727,1998-11-18,3,31,-0.14775941653752223
729,1998-11-20,29,57,-0.24831829771352143
730,1998-11-23,26,54,-0.13115820607996354
731,1998-11-24,25,53,0.1022651672481274
732,1998-11-25,24,52,-0.09927693810304339
733,1998-11-27,22,50,-0.19031794919123501
734,1998-11-30,19,47,0.2322442774360094
735,1998-12-01,18,46,-0.10077278949393076
736,1998-12-02,17,45,-0.018395430830240533
737,1998-12-03,16,44,0.1344127607954333
738,1998-12-04,15,43,-0.21207846487859516
739,1998-12-07,12,40,-0.1262154734722365
740,1998-12-08,11,39,0.006743980295725871
741,1998-12-09,10,38,-0.05319448720255826
742,1998-12-10,9,37,0.04807062145454655
743,1998-12-11,8,36,0.06694575236235178
744,1998-12-14,5,33,0.19002851525740772
745,1998-12-15,4,32,-0.2180056662601888
746,1998-12-16,3,31,-0.008672803663152262
748,1998-12-18,29,64,-0.21204855089068864
749,1998-12-21,26,61,-0.2142799969716792
750,1998-12-22,25,60,-0.10410562270390411
751,1998-12-23,24,59,-0.243087570437731
752,1998-12-24,23,58,0.0952297349897524
753,1998-12-28,19,54,0.005312538707455516
754,1998-12-29,18,53,-0.1393311240001246
755,1998-12-30,17,52,0.08817042522501084
756,1998-12-31,16,51,-0.04060548782660223
757,1999-01-04,12,47,-0.014850433742386149
758,1999-01-05,11,46,-0.12543263375463387
759,1999-01-06,10,45,-0.11634067310657914
760,1999-01-07,9,44,-0.036241880467570486
761,1999-01-08,8,43,-0.15816712714193915
762,1999-01-11,5,40,0.08634776215266049
763,1999-01-12,4,39,0.17010222481744353
764,1999-01-13,3,38,0.15587914851577622
766,1999-01-15,36,64,-0.07047725133158222
767,1999-01-19,32,60,-0.16674793277051048
768,1999-01-20,31,59,-0.2553088024812499
769,1999-01-21,30,58,0.42829103046834227
770,1999-01-22,29,57,-0.0174635876967848
771,1999-01-25,26,54,-0.1884008709849786
772,1999-01-26,25,53,-0.13559680290927922
773,1999-01-27,24,52,0.024954170167616585
774,1999-01-28,23,51,-0.23306597272939023
775,1999-01-29,22,50,-0.15983225262150846
776,1999-02-01,19,47,0.11279122343745818
777,1999-02-02,18,46,0.04828888262543085
778,1999-02-03,17,45,-0.07914967186485966
779,1999-02-04,16,44,0.03340195395287382
780,1999-02-05,15,43,-0.10912883450726774
781,1999-02-08,12,40,-0.05968062196971524
782,1999-02-09,11,39,0.09798276560906372
783,1999-02-10,10,38,-0.12691718826730636
784,1999-02-11,9,37,-0.17532658557504366
785,1999-02-12,8,36,0.029831854863389795
786,1999-02-16,4,32,-0.09006501906854159
787,1999-02-17,3,31,0.006551226088631568
789,1999-02-19,29,57,-0.15892442646499882
790,1999-02-22,26,54,-0.24817121704681322
791,1999-02-23,25,53,-0.03947997395778746
792,1999-02-24,24,52,0.04596161116410724
793,1999-02-25,23,51,-0.009134546796024212
794,1999-02-26,22,50,-0.08911855188466278
795,1999-03-01,19,47,0.014336058187510492
796,1999-03-02,18,46,0.005936809948803523
797,1999-03-03,17,45,-0.057747428992284466
798,1999-03-04,16,44,-0.16292917570049847
799,1999-03-05,15,43,-0.2081259052123473
800,1999-03-08,12,40,-0.07937377676368262
801,1999-03-09,11,39,-0.07908540429842204
802,1999-03-10,10,38,-0.06993875031488606
803,1999-03-11,9,37,-0.06782622405566885
804,1999-03-12,8,36,0.05400291772708221
805,1999-03-15,5,33,-0.1348992181192905
806,1999-03-16,4,32,-0.03815537890117937
807,1999-03-17,3,31,0.014584616159711405
809,1999-03-19,29,64,-0.052609566591468315
810,1999-03-22,26,61,-0.09386693926689815
811,1999-03-23,25,60,0.18771069598703494
812,1999-03-24,24,59,-0.07717174592722398
813,1999-03-25,23,58,-0.19161738503402848
814,1999-03-26,22,57,-0.04388904239486391
815,1999-03-29,19,54,-0.13736764211711883
816,1999-03-30,18,53,-0.1295034286027852
817,1999-03-31,17,52,0.030121412292379857
818,1999-04-01,16,51,-0.16053664540100177
819,1999-04-05,12,47,-0.17146398844929978
820,1999-04-06,11,46,-0.01424762544333924
821,1999-04-07,10,45,-0.04353049857033542
822,1999-04-08,9,44,-0.13609186188825495
823,1999-04-09,8,43,-0.061769945963890294
824,1999-04-12,5,40,-0.049460237430203224
825,1999-04-13,4,39,-0.015879149379888102
826,1999-04-14,3,38,0.16960999800029675
828,1999-04-16,36,64,-0.024297777727652514
829,1999-04-19,33,61,0.0721002317789925
830,1999-04-20,32,60,-0.02603412132836591
831,1999-04-21,31,59,-0.2081018044981462
832,1999-04-22,30,58,-0.07226465298190798
833,1999-04-23,29,57,-0.03777678885002966
834,1999-04-26,26,54,-0.09934799866347532
835,1999-04-27,25,53,-0.07106218136759213
836,1999-04-28,24,52,0.09496426159380045
837,1999-04-29,23,51,0.05878307288085227
838,1999-04-30,22,50,-0.0658752721739706
839,1999-05-03,19,47,-0.18017357842350423
840,1999-05-04,18,46,0.07178740488598478
841,1999-05-05,17,45,-0.045798239184980716
842,1999-05-06,16,44,0.08705043321818473
843,1999-05-07,15,43,-0.14805322545452804
844,1999-05-10,12,40,-0.03464905860210621
845,1999-05-11,11,39,-0.08679464924505265
846,1999-05-12,10,38,-0.03287176171406514
847,1999-05-13,9,37,-0.101746716160933
848,1999-05-14,8,36,0.14925811014893786
849,1999-05-17,5,33,-0.0867775101074919
850,1999-05-18,4,32,-0.06988094148471569
851,1999-05-19,3,31,-0.17439027374448945
853,1999-05-21,29,57,-0.0169361183935427
854,1999-05-24,26,54,0.20475021300015261
855,1999-05-25,25,53,0.031177943683833087
856,1999-05-26,24,52,-0.10897253703919496
857,1999-05-27,23,51,-0.0023314719929052874
858,1999-05-28,22,50,-0.13200598881361103
859,1999-06-01,18,46,-0.1007780384916217
860,1999-06-02,17,45,-0.12555716938512584
861,1999-06-03,16,44,-0.04263000023361896
862,1999-06-04,15,43,-0.20177179055296424
863,1999-06-07,12,40,-0.15291460484992359
864,1999-06-08,11,39,-0.010420611382312539
865,1999-06-09,10,38,-0.0554161372524542
866,1999-06-10,9,37,0.03520105106440452
867,1999-06-14,5,33,-0.03947843489148628
868,1999-06-11,8,36,0.06082596454280442
869,1999-06-15,4,32,-0.09935708820264288
870,1999-06-16,3,31,-0.32029096337206964
872,1999-06-18,29,64,-0.04464447351987666
873,1999-06-21,26,61,-0.12679735510157242
874,1999-06-22,25,60,0.024473178260370432
875,1999-06-23,24,59,-0.05222987386818845
876,1999-06-24,23,58,0.07450761394068595
877,1999-06-25,22,57,-0.11296186171349298
878,1999-06-28,19,54,-0.04737425284854746
879,1999-06-29,18,53,-0.05418672248316647
881,1999-07-01,16,51,-0.1288874423984503
882,1999-07-02,15,50,-0.13302131318210264
883,1999-07-06,11,46,0.015777666145768032
884,1999-07-07,10,45,-0.03733748787952551
885,1999-07-08,9,44,-0.13463128812604608
886,1999-07-09,8,43,-0.19994518050015242
887,1999-07-12,5,40,-0.024704374085062875
888,1999-07-13,4,39,-0.0051936215147325715
889,1999-07-14,3,38,-0.0028531765046997393
891,1999-07-16,36,64,-0.1339213680998198
892,1999-07-19,33,61,0.053075566819796416
893,1999-07-20,32,60,0.24429264521503935
894,1999-07-21,31,59,-0.052687413438556985
895,1999-07-22,30,58,0.09792568757629816
896,1999-07-23,29,57,-0.018534265917603432
897,1999-07-26,26,54,0.003783966305741737
898,1999-07-27,25,53,-0.1377292715988302
899,1999-07-28,24,52,-0.07598971093730778
900,1999-07-29,23,51,0.06849880468880509
901,1999-07-30,22,50,-0.02191958972633634
902,1999-08-02,19,47,-0.09669904975570043
903,1999-08-03,18,46,-0.009539259539714684
904,1999-08-04,17,45,0.10516426421592295
905,1999-08-05,16,44,-0.08934296633147343
906,1999-08-06,15,43,-0.062174228010337784
907,1999-08-09,12,40,-0.0366412199547389
908,1999-08-10,11,39,-0.006644597310765388
909,1999-08-11,10,38,-0.16924973388738995
910,1999-08-12,9,37,-0.0661901827528959
911,1999-08-13,8,36,-0.236951390142924
912,1999-08-16,5,33,-0.03142870217701488
913,1999-08-17,4,32,-0.2134913206156509
914,1999-08-18,3,31,0.09818863441288528
916,1999-08-20,29,57,-0.06307471402449194
917,1999-08-23,26,54,-0.19350074396883432
918,1999-08-24,25,53,0.014158759619921746
919,1999-08-25,24,52,-0.1305045660121249
920,1999-08-26,23,51,0.09739653029451234
921,1999-08-27,22,50,0.02101887959326576
922,1999-08-30,19,47,-0.061130799695153226
923,1999-08-31,18,46,-0.02841130286466864
924,1999-09-01,17,45,-0.15801407717452243
925,1999-09-02,16,44,0.1045828212717208
926,1999-09-03,15,43,-0.2886429899365295
927,1999-09-07,11,39,0.03289035161691256
928,1999-09-08,10,38,0.009166942433469716
929,1999-09-09,9,37,-0.07586140665281904
930,1999-09-10,8,36,-0.16797907870947515
931,1999-09-13,5,33,-0.055757064924352506
932,1999-09-14,4,32,0.03412176699297209
933,1999-09-15,3,31,-0.08728123896943762
935,1999-09-17,29,64,-0.20559053970566443
936,1999-09-20,26,61,-0.05043822915768903
937,1999-09-21,25,60,0.07380041380100733
938,1999-09-22,24,59,-0.09892931694959173
939,1999-09-23,23,58,0.22116460763149282
940,1999-09-24,22,57,-0.04656637396540786
941,1999-09-27,19,54,-0.16696882396978474
942,1999-09-28,18,53,-0.06609668994604878
943,1999-09-29,17,52,-0.07810357928153988
944,1999-09-30,16,51,-0.1344171811199838
945,1999-10-01,15,50,-0.040474299905902233
946,1999-10-04,12,47,-0.17738179762408346
947,1999-10-05,11,46,-0.12093523636203485
948,1999-10-06,10,45,-0.18486100828562302
949,1999-10-07,9,44,0.055173551388000064
950,1999-10-08,8,43,-0.27094197546433973
951,1999-10-11,5,40,-0.07729146665540632
952,1999-10-12,4,39,0.24209026675420908
953,1999-10-13,3,38,0.20690414616943187
955,1999-10-15,36,64,0.07805544575740697
956,1999-10-18,33,61,-0.15692554285221516
957,1999-10-19,32,60,-0.18944224460124282
958,1999-10-20,31,59,-0.2022211125799407
959,1999-10-21,30,58,-0.18748337105862345
960,1999-10-22,29,57,-0.21331609110419525
961,1999-10-25,26,54,0.08862200903536488
962,1999-10-26,25,53,0.06262123641104411
963,1999-10-27,24,52,-0.025629322697715007
964,1999-10-28,23,51,-0.2844169049155778
965,1999-10-29,22,50,-0.06561564305963585
966,1999-11-01,19,47,-0.007590444092203108
967,1999-11-02,18,46,0.0633342552069911
968,1999-11-03,17,45,-0.04172025735903251
969,1999-11-04,16,44,-0.05745617929771152
970,1999-11-05,15,43,-0.1643731971488761
971,1999-11-08,12,40,-0.07034925798911973
972,1999-11-09,11,39,0.0602899478617287
973,1999-11-10,10,38,-0.06925852599644067
974,1999-11-11,9,37,-0.05500683299071896
975,1999-11-12,8,36,-0.08757139017012716
976,1999-11-15,5,33,-0.02186043809726579
977,1999-11-16,4,32,-0.18810133438133614
978,1999-11-17,3,31,-0.009735538342549366
980,1999-11-19,29,64,-0.1953768122358771
981,1999-11-22,26,61,-0.015367424503464289
982,1999-11-23,25,60,0.07956481133529891
983,1999-11-24,24,59,-0.10518279440873246
984,1999-11-26,22,57,0.1644168479912167
985,1999-11-29,19,54,-0.043045185004592645
986,1999-11-30,18,53,-0.023458768354685966
987,1999-12-01,17,52,-0.1466527734408165
988,1999-12-02,16,51,-0.06649107193617365
989,1999-12-03,15,50,-0.22426385831284545
990,1999-12-06,12,47,-0.07135013511870436
991,1999-12-07,11,46,0.025733886686409635
992,1999-12-08,10,45,-0.0014148858964183608
993,1999-12-09,9,44,-0.0558335973331201
994,1999-12-10,8,43,-0.08095132130749727
995,1999-12-13,5,40,-0.04035344568994703
996,1999-12-14,4,39,0.060451977585013195
997,1999-12-15,3,38,-0.10896297849817871
999,1999-12-17,36,64,-0.1365111640601534
1000,1999-12-20,33,61,0.18750805804389703
1001,1999-12-21,32,60,-0.21305679880091943
1002,1999-12-22,31,59,-0.06093236370833466
1003,1999-12-23,30,58,-0.17160993688129023
1004,1999-12-27,26,54,0.039345238106281544
1005,1999-12-28,25,53,-0.02261109082911228
1006,1999-12-29,24,52,-0.045275202340553156
1007,1999-12-30,23,51,0.143373087505426
1008,1999-12-31,22,50,-0.06402561755627667
1009,2000-01-03,19,47,-0.1284517797067578
1010,2000-01-04,18,46,0.26873207203297844
1011,2000-01-05,17,45,-0.08967848208555385
1012,2000-01-06,16,44,-0.016129799413847512
1013,2000-01-07,15,43,-0.37384934441320006
1014,2000-01-10,12,40,-0.1099620785494978
1015,2000-01-11,11,39,0.006397327828301158
1016,2000-01-12,10,38,0.014220878880780052
1017,2000-01-13,9,37,-0.12864364676827622
1018,2000-01-14,8,36,-0.22275084886669538
1019,2000-01-18,4,32,0.028445973710437666
1020,2000-01-19,3,31,-0.044116352405477954
1022,2000-01-21,29,57,-0.10438143755462181
1023,2000-01-24,26,54,0.21063247005533214
1024,2000-01-25,25,53,-0.17217932645138256
1025,2000-01-26,24,52,-0.04394774854104755
1026,2000-01-27,23,51,-0.06346392014841173
1027,2000-01-28,22,50,0.3041689487416821
1028,2000-01-31,19,47,-0.22640737753126883
1029,2000-02-01,18,46,-0.12940015506209923
1030,2000-02-02,17,45,-0.0430775406126066
1031,2000-02-03,16,44,-0.14375943659937462
1032,2000-02-04,15,43,-0.035500895266898036
1033,2000-02-07,12,40,-0.02767725997453685
1034,2000-02-08,11,39,-0.12650715951792002
1035,2000-02-09,10,38,0.10218899932560155
1036,2000-02-10,9,37,-0.020604984644222224
1037,2000-02-11,8,36,0.059821005922849224
1038,2000-02-14,5,33,-0.0665831776900635
1039,2000-02-15,4,32,-0.13069706999355024
1040,2000-02-16,3,31,-0.00046731270876942954
1042,2000-02-17,30,65,-0.12732250756126362
1043,2000-02-22,25,60,0.007297181435538924
1044,2000-02-23,24,59,-0.16626806841138286
1045,2000-02-24,23,58,-0.03344592249565981
1046,2000-02-25,22,57,0.0679755467419203
1047,2000-02-28,19,54,-0.12135374509584396
1048,2000-02-29,18,53,-0.1545472212139174
1049,2000-03-01,17,52,-0.15397728638945818
1050,2000-03-02,16,51,-0.06556964975511947
1051,2000-03-03,15,50,-0.14616540766763997
1052,2000-03-06,12,47,0.05609390576786666
1053,2000-03-07,11,46,0.1759721289784122
1054,2000-03-08,10,45,-0.07073772148509072
1055,2000-03-09,9,44,-0.1537093937620314
1056,2000-03-10,8,43,-0.07929845632602617
1057,2000-03-13,5,40,0.05624623521676675
1058,2000-03-14,4,39,0.05246252844507038
1059,2000-03-15,3,38,-0.1041426887289243
1061,2000-03-17,36,64,0.17602189396327428
1062,2000-03-20,33,61,-0.09195466402921804
1063,2000-03-21,32,60,-0.1236353866335057
1064,2000-03-22,31,59,-0.19868297423820291
1065,2000-03-23,30,58,0.02474344408010154
1066,2000-03-24,29,57,0.054814197424191136
1067,2000-03-27,26,54,0.002733133745068672
1068,2000-03-28,25,53,-0.08142767325825684
1069,2000-03-29,24,52,-0.11038593449451295
1070,2000-03-30,23,51,0.09483263306016698
1071,2000-03-31,22,50,-0.11240738918096915
1072,2000-04-03,19,47,-0.09514151960064487
1073,2000-04-04,18,46,0.06703979186711995
1074,2000-04-05,17,45,0.12202542543463846
1075,2000-04-06,16,44,-0.1410915309646822
1076,2000-04-07,15,43,-0.18402834088338538
1077,2000-04-10,12,40,0.010233849042940113
1078,2000-04-11,11,39,0.05054495199379683
1079,2000-04-12,10,38,0.18710516898468166
1080,2000-04-13,9,37,0.058249218654124135
1081,2000-04-14,8,36,0.2971989608955916
1082,2000-04-17,5,33,-0.33090402294957233
1083,2000-04-18,4,32,-0.19918411700435712
1084,2000-04-19,3,31,0.012031934738037098
1086,2000-04-24,26,54,0.005815537897026157
1087,2000-04-25,25,53,-0.2265779695119764
1088,2000-04-26,24,52,0.13065502957295538
1089,2000-04-27,23,51,-0.08508600918748643
1090,2000-04-28,22,50,-0.028359756973073358
1091,2000-05-01,19,47,-0.12169572019990382
1092,2000-05-02,18,46,0.23419425074636946
1093,2000-05-03,17,45,0.10280534648570527
1094,2000-05-04,16,44,-0.08600546987248336
1095,2000-05-05,15,43,-0.19277899516134767
1096,2000-05-08,12,40,-0.05483846078528942
1097,2000-05-09,11,39,0.018201038236169698
1098,2000-05-10,10,38,-0.0032161642391168588
1099,2000-05-11,9,37,-0.15467044620432258
1100,2000-05-12,8,36,-0.06970900797511703
1101,2000-05-15,5,33,-0.14132213066745059
1102,2000-05-16,4,32,-0.09355180742934133
1103,2000-05-17,3,31,-0.05142184488882928
1105,2000-05-19,29,64,0.03461114051112779
1106,2000-05-22,26,61,-0.055060667224569926
1107,2000-05-23,25,60,-0.055000428030723025
1108,2000-05-24,24,59,-0.13341574597905903
1109,2000-05-25,23,58,-0.003464117589915494
1110,2000-05-26,22,57,-0.049456836412883676
1111,2000-05-30,18,53,-0.18457563512267394
1112,2000-05-31,17,52,-0.03393951198416911
1113,2000-06-01,16,51,-0.1208469756624696
1114,2000-06-02,15,50,-0.09007374694751002
1115,2000-06-05,12,47,-0.02421985540492022
1116,2000-06-06,11,46,-0.0036671740104875505
1117,2000-06-07,10,45,-0.0614607101513972
1118,2000-06-08,9,44,-0.039879334125380805
1119,2000-06-09,8,43,-0.058465873003142876
1120,2000-06-12,5,40,-0.05036449511730834
1121,2000-06-13,4,39,-0.11920482084816575
1122,2000-06-14,3,38,-0.07340568701364514
1124,2000-06-16,36,64,-0.010058049305387895
1125,2000-06-20,32,60,-0.17246435203508803
1126,2000-06-19,33,61,0.02315601904017983
1127,2000-06-21,31,59,-0.07863621512559549
1128,2000-06-22,30,58,0.12761588510260435
1129,2000-06-23,29,57,-0.2002641502556991
1130,2000-06-26,26,54,0.04477929275430159
1131,2000-06-27,25,53,-0.03113532431690258
1132,2000-06-28,24,52,-0.16613664618354562
1133,2000-06-29,23,51,-0.06831889019278403
1134,2000-06-30,22,50,-0.08639294568828693
1135,2000-07-03,19,47,-0.05583571681250721
1136,2000-07-05,17,45,0.05485964301151247
1137,2000-07-06,16,44,-0.24194833883035305
1138,2000-07-07,15,43,-0.16620173834317908
1139,2000-07-10,12,40,-0.024426494787435082
1140,2000-07-11,11,39,-0.038777502457928104
1141,2000-07-12,10,38,-0.02262404928982409
1142,2000-07-13,9,37,-0.030382050718800957
1143,2000-07-14,8,36,-0.0360915670476023
1144,2000-07-17,5,33,-0.08617370381492462
1145,2000-07-18,4,32,-0.17945704541190854
1146,2000-07-19,3,31,-0.031444735216606734
1148,2000-07-21,29,57,-0.017646040901296844
1149,2000-07-24,26,54,-0.0404881423308977
1150,2000-07-25,25,53,-0.06972871566920669
1151,2000-07-26,24,52,0.010924935643391143
1152,2000-07-27,23,51,-0.10189169153244648
1153,2000-07-28,22,50,0.08277003806568461
1154,2000-07-31,19,47,-0.07825398452795473
1155,2000-08-01,18,46,-0.07466775014164173
1156,2000-08-02,17,45,-0.07084820342932685
1157,2000-08-03,16,44,-0.057257066410503876
1158,2000-08-04,15,43,-0.11018674626378744
1159,2000-08-07,12,40,-0.0389032576233046
1160,2000-08-08,11,39,-0.059983782464346214
1161,2000-08-09,10,38,0.011502700984998615
1162,2000-08-10,9,37,-0.048635464309431
1163,2000-08-11,8,36,-0.11224591224010716
1164,2000-08-14,5,33,-0.14639958209763715
1165,2000-08-15,4,32,-0.015278102055734766
1166,2000-08-16,3,31,-0.0365759997280396
1168,2000-08-18,29,64,-0.05496945499192818
1169,2000-08-21,26,61,-0.1002818009121893
1170,2000-08-22,25,60,-0.049221763214240544
1171,2000-08-23,24,59,-0.05314478623851293
1172,2000-08-24,23,58,-0.0918207203364334
1173,2000-08-25,22,57,-0.05721025966923332
1174,2000-08-28,19,54,-0.08144568128556517
1175,2000-08-29,18,53,-0.13398541138328957
1176,2000-08-30,17,52,0.23239310414981884
1177,2000-08-31,16,51,-0.10276056936962985
1178,2000-09-01,15,50,0.025003481288996987
1179,2000-09-05,11,46,0.023853786810097644
1180,2000-09-06,10,45,0.05475521803111549
1181,2000-09-07,9,44,-0.12400196580518918
1182,2000-09-08,8,43,-0.08177391578417981
1183,2000-09-11,5,40,-0.09075027195785967
1184,2000-09-12,4,39,-0.01811100750137762
1185,2000-09-13,3,38,-0.1322063152627646
1187,2000-09-15,36,64,-0.013755411934823436
1188,2000-09-18,33,61,0.10974087771904961
1189,2000-09-19,32,60,-0.17077011956355603
1190,2000-09-20,31,59,-0.11410922558995962
1191,2000-09-21,30,58,0.12493058228504705
1192,2000-09-22,29,57,0.0075447315012939775
1193,2000-09-25,26,54,-0.041007104868026945
1194,2000-09-26,25,53,0.025074150753373825
1195,2000-09-27,24,52,-0.07576870374049083
1196,2000-09-28,23,51,-0.19728602610072077
1197,2000-09-29,22,50,-0.29688671683434953
1198,2000-10-02,19,47,0.22934291563137021
1199,2000-10-03,18,46,0.14737582937268634
1200,2000-10-04,17,45,-0.051999569743477636
1201,2000-10-05,16,44,-0.07593456395028175
1202,2000-10-06,15,43,0.10671417593097998
1203,2000-10-09,12,40,0.0006091522613760336
1204,2000-10-10,11,39,0.06127115660969329
1205,2000-10-11,10,38,0.07014907923108282
1206,2000-10-12,9,37,0.26076623262687737
1207,2000-10-13,8,36,-0.13897030032049473
1208,2000-10-16,5,33,-0.16512359019099043
1209,2000-10-17,4,32,0.09343164836267337
1210,2000-10-18,3,31,0.022831566318898044
1212,2000-10-20,29,57,-0.10112327428778434
1213,2000-10-23,26,54,-0.0996899549867808
1214,2000-10-24,25,53,0.021638390336012447
1215,2000-10-25,24,52,0.08103999143911667
1216,2000-10-26,23,51,0.10368780651567433
1217,2000-10-27,22,50,-0.27371815169974245
1218,2000-10-30,19,47,-0.11494113946252016
1219,2000-10-31,18,46,-0.23728240552381286
1220,2000-11-01,17,45,0.0957539141383652
1221,2000-11-02,16,44,-0.06391400008808856
1222,2000-11-03,15,43,-0.07049177789675187
1223,2000-11-06,12,40,-0.10577806878014384
1224,2000-11-07,11,39,0.015265058871205106
1225,2000-11-08,10,38,0.17056387328261646
1226,2000-11-09,9,37,0.10052124434332899
1227,2000-11-10,8,36,0.1225350483564962
1228,2000-11-13,5,33,-0.029923742605443948
1229,2000-11-14,4,32,-0.2023927380881949
1230,2000-11-15,3,31,-0.10432895170109902
1232,2000-11-17,29,64,-0.027390451906930235
1233,2000-11-20,26,61,0.07344372719505832
1234,2000-11-21,25,60,-0.09145727074663856
1235,2000-11-22,24,59,0.009508968862457445
1236,2000-11-24,22,57,-0.11982078230527504
1237,2000-11-27,19,54,-0.054439102317311416
1238,2000-11-28,18,53,0.09802989297703224
1239,2000-11-29,17,52,-0.010344608731602478
1240,2000-11-30,16,51,0.009873134963050756
1241,2000-12-01,15,50,-0.1115673581662755
1242,2000-12-04,12,47,-0.1306785507439836
1243,2000-12-05,11,46,-0.21538063321232281
1244,2000-12-06,10,45,-0.02762055938266339
1245,2000-12-07,9,44,0.06065473878444072
1246,2000-12-08,8,43,-0.0003483519679020608
1247,2000-12-11,5,40,-0.23372679623808368
1248,2000-12-12,4,39,0.043858462330497616
1249,2000-12-13,3,38,-0.12242266841346316
1251,2000-12-15,36,64,0.12706570109066084
1252,2000-12-18,33,61,-0.33754635467308125
1253,2000-12-19,32,60,0.002339825963023401
1254,2000-12-20,31,59,0.3682477617287814
1255,2000-12-21,30,58,-0.09246881928361927
1256,2000-12-22,29,57,-0.24016409727791233
1257,2000-12-26,25,53,-0.047740868024754746
1258,2000-12-27,24,52,-0.07665107764904555
1259,2000-12-28,23,51,-0.10195661008928614
1260,2000-12-29,22,50,-0.05281193830066788
