date,return_30,return_60,return_90,return_180,return_270,return_360
1996-01-05,-0.047362174233411936,0.009428330674200014,0.012776039968743325,-0.002557706393516601,0.001476395808548192,0.002618012362270772
1996-01-08,-0.05012469529411312,-0.023503123573096252,-0.022640193958732513,-0.014066103611743097,-0.007840758479320753,-0.005076078540730555
1996-01-09,0.35257776387831896,0.1334907448497935,0.13624155221241008,0.0394347631625116,0.09968626185871066,0.07421287648677666
1996-01-10,0.12089939038715469,0.026898951218917055,0.03281675351913371,0.014346641450534658,0.00867703624644367,0.010132891542795397
1996-01-11,-0.09690771994092773,-0.07083341758752415,-0.07100893581137424,-0.05706188130584522,-0.030454430561909995,-0.02245118433674631
1996-01-12,-0.014053195561871679,-0.012908531393555855,-0.01157107339094976,-0.016890088021938254,0.0022735163143314807,0.016898446576764536
1996-01-15,0.016195717726453784,0.0028938938115878887,0.005719430182643981,0.007220310987247958,0.008649729064046152,-0.001731038803321261
1996-01-16,0.07759750063394666,0.04089043332526643,0.04794473137950317,0.015347479389437702,0.03025864950183199,0.03945775300292298
1996-01-17,-0.003438795548198148,0.017434403709087,0.013166242440343368,0.001549871254900692,-0.0021252553909280048,-0.002740922888502584
1996-01-18,-0.019308843527701125,-0.0020564393411048876,-0.005602719947345514,-0.004627091363896052,-0.025283773590355163,-0.03726577100520312
1996-01-19,-0.05370202618565545,-0.0200522564048351,-0.028062815413714137,0.005200020356159296,-0.02191364034632237,-0.005462541389340769
1996-01-22,0.0031926419668524275,-0.023868429418225534,-0.017596006792790497,0.0029939150304558737,0.0010358537797090506,-0.0006642359455226732
1996-01-23,-0.006526195674637858,0.013213739613767483,-0.0001922607728213066,-0.0009256110943232088,0.0007792824667112175,0.002114113294405362
1996-01-24,0.029611914103312875,0.018858888728003675,0.010067348590145242,0.009562510070362018,0.008403343473985414,0.008725644078082073
1996-01-25,0.005568627274774807,-0.007338443134197736,-0.019717918602936035,-0.017946796468837234,-0.019011513744668807,-0.019392013038350364
1996-01-26,-0.009592502347513854,-0.009178449111954534,0.008925963708732887,0.007006961700054992,0.0045367271870389025,0.004262985806545716
1996-01-29,-0.011572150262989411,-0.03326663770348337,-0.015999651699587725,-0.005884811629547015,-0.0040433371792582,-0.004459787615715749
1996-01-30,0.07500941072477318,0.04015178746485648,0.03570152113993119,0.00808451352081252,-0.02073168463964592,-0.001472969325084672
1996-01-31,0.09964889456479331,0.0568876735949142,0.03341313966559345,0.004689378807765987,0.01951091443686237,0.026693670728005214
1996-02-01,0.010407712259122626,0.02190083542854593,0.022455492057764426,0.002306748352545629,-0.011461681806697488,-0.019704976063148805
1996-02-02,0.01603751990961677,0.006982613220136047,0.0015970073217002057,0.0198784445739264,0.010101917596214927,0.02137258106342932
1996-02-05,0.025044033652229736,0.03503843951294572,0.03823290968403992,0.003314333326413843,-0.010772956144908141,0.0010865337609669012
1996-02-06,0.11890817002995147,0.12111059916882216,0.11668998252746898,0.0990397003465655,0.09770451267090086,0.08398911254321906
1996-02-07,-0.004041610814464303,0.014159489465632946,0.021824666881903987,0.02423741254768297,0.02734541672243518,0.03492823911058984
1996-02-08,0.0951771542514308,0.07738487386949178,0.06923866354908337,0.045419577225564556,0.03656289761771614,0.03282849840988611
1996-02-09,0.036986914260277226,0.022224700458589375,0.01921256363220003,0.02895818334803213,0.0345085916784722,0.03827143150328771
1996-02-12,0.04419178082849817,0.020445044828965475,0.013890198745374116,0.017863246406566224,0.014863405451183587,0.01213441843286378
1996-02-13,-0.03192337836487413,-0.006493484035661301,-0.0031625581732924735,-0.010771110506279546,-0.010809531473911616,-0.009195776845666859
1996-02-14,0.04382358895250138,0.0007951106924077855,-0.0004695306412368927,0.002014764532678903,0.007171964348107629,0.009974746090846365
1996-02-15,0.027686096095570267,0.029802560221635188,0.02357201599313541,0.051681600073779865,0.02844291212411698,0.014974780872381466
1996-02-16,-0.07058960721668417,-0.028597413933610483,-0.01348242556328405,-0.03511175161933533,-0.016820709895709718,-0.0065311358091597604
1996-02-20,-0.036115696437773015,-0.005174276785335885,0.00911890676785565,0.012912009961514759,0.017501442451396843,0.019618863186288582
1996-02-21,-0.002640919567327371,-0.04798191490084314,-0.05867265854135195,-0.04964136673230046,-0.04575405030686619,-0.0455932850773082
1996-02-22,0.16083111225223123,0.06825349739558773,0.05344300255095491,0.02146841949198408,0.011105359937467085,0.010722694130771426
1996-02-23,0.008146967501082125,-0.007349806472758069,0.02979390448311281,0.029712468989031793,0.028862359282459282,0.028783330082692737
1996-02-26,0.1634455521620901,0.07035532066273209,0.03161774595390732,-0.029244107160361188,0.022971853625382233,0.031374947470400816
1996-02-27,-0.017075823920706612,0.018472318084213235,0.020790957956895006,0.04534221065515687,0.02028157358050886,0.01874468621530001
1996-02-28,0.001247099314841238,-0.010559815001318307,-0.007911415321440574,0.0102477753042991,-1.1753364521638332e-05,-0.0003039481847708636
1996-02-29,0.010068851205945473,0.023166362990727052,0.03262405537007118,-0.0009385353660077422,0.019647947770838003,0.019871134605398577
1996-03-01,-0.0007887314626761066,0.02006944300408331,0.0074976441577812025,0.027227100153498274,0.010004321437407038,0.010184401920836361
1996-03-04,-0.00265937434561625,-0.01681682625552039,-0.01402914998525151,0.0018344302978072768,0.0003608240277712671,0.0004401805737439535
1996-03-05,0.0037367572833981733,0.008280846404741915,0.00630718478401282,0.013480962640278538,0.009411127018675414,0.009772574541951462
1996-03-06,0.0015174132853270628,-0.007019674226011352,-0.004120918160378406,-0.0027072100510633357,-0.0057806149578659705,-0.005535514652933893
1996-03-07,-0.01320538625561174,-0.00042230219655159384,-0.0025034221012193436,0.000741156589714409,0.0008445883159367007,0.0008148679661981184
1996-03-08,0.42666302641141707,0.20859574126858482,0.1440786772644982,0.09467053462784403,0.08133053641320931,0.08166713127902892
1996-03-11,-0.09851155234551068,-0.00291028783169911,0.02542088596394554,-0.023754343711271275,-0.019696875536487357,-0.021463311056659107
1996-03-12,-0.04554843436674383,-0.02886586351509357,-0.01189894148371573,0.005903084245579837,-0.013368987104328989,-0.008927291036553542
1996-03-13,-0.044006905312193645,-0.014573991539770237,-0.0036589281797058115,-0.005180773068593547,0.009658559832268487,0.007112860745754013
1996-03-14,-0.09271490529060655,-0.056162692109967716,-0.04836090055135034,-0.034818678228929256,-0.02013066138554931,-0.022487237045544894
1996-03-15,-0.048445400927370263,-0.03689211721791741,-0.030427369104105373,-0.0022852209212771424,0.008830294479427625,0.007277254435834379
1996-03-18,0.12765280692839087,0.08791949503202168,0.059687250560438,0.021257175949290996,0.00139482724190243,0.0068638207662210515
1996-03-19,0.043848729660720176,0.03060936978767126,0.04055527104685597,0.02414593208041671,0.021893744753925803,0.022124161976050383
1996-03-20,-0.0345998242326111,0.008147370127892462,0.01410676387402865,0.007181619708748421,0.028897836674580013,0.012521179446118191
1996-03-21,-0.05744577531213446,-0.022676123922399816,-0.029528517181293457,-0.014910133462083919,0.0007154109613136672,-0.012497874910675666
1996-03-22,-0.0451552642462153,-0.04278551787042628,-0.02440422871600212,-0.009753586457761698,-0.033962012796321495,-0.024322327869730542
1996-03-25,0.005640176061797897,0.0011149472052294218,0.008719541837251654,0.01570128346269195,0.018472954461920876,0.01779099652640892
1996-03-26,-0.005417802613770006,0.01204223564899154,0.007070914954963037,-0.010309997885222133,0.013417226528688264,0.006677007384494393
1996-03-27,0.03042311085651761,0.0015943084686678155,0.0037920512104425708,0.013280909624461268,0.020934293910924717,0.018712012571320047
1996-03-28,-0.008758664410761452,-0.007880283183634651,-0.007142161104638167,0.004868569860893457,-0.0218270406658283,0.035225608710923506
1996-03-29,-0.02392917866354949,-0.001208121341335744,-0.006952263848607032,0.006157119733486649,-0.002699795904087532,-0.0012096388015615522
1996-04-01,-0.029329199059484612,-0.003206054381967194,0.005654262724493098,-0.002829995240840155,0.0027384665859140345,0.006671663135689343
1996-04-02,-0.10531782820356461,-0.06104789956271206,-0.04275930155174612,-0.017089258014266417,-0.026977168425322606,-0.024211856854044034
