Date,r_v_30,r_v_60,r_v_90,r_v_180,r_v_270,r_v_360
1996-01-05,0.0028551817573206264,-0.000494990913558328,-0.00037373118032901873,-0.0019018955048882586,-0.0029922484167551376,-0.004082601328621973
1996-01-08,0.0031416437650133335,0.002153825158778262,0.005122836045448138,0.002513396115969599,0.0017265568893233578,0.0023324908455664385
1996-01-09,-0.02260523024806264,-0.015655131635737257,-0.03980441606981526,-0.009083943402137947,-0.007066278313661476,-0.021692306233667864
1996-01-10,-0.0075267680301740305,-0.007223078882699198,-0.01765273786317086,-0.0020572563245074165,-0.0032461172002769944,-0.007708165170320259
1996-01-11,0.008899018226459688,0.006616305188044731,0.01845438979327837,0.00657254940884276,0.00479277162141024,0.008694838536536012
1996-01-12,0.002225225257097021,0.0004727828743523784,0.0017836443038455913,0.000965176218487881,-0.0028964302597283506,6.457826369845453e-06
1996-01-15,-5.127382444089721e-05,-0.0012463993100729532,-0.0028573985732628852,-0.0018231421433101888,0.0002478722395659133,-0.0022624202210885583
1996-01-16,-0.008111234714091779,-0.005188856913273848,-0.014877051272917493,-0.005404777468081504,-0.0038277310699757054,-0.0029768550863163855
1996-01-17,0.004433823477592629,-0.0016333819734724799,-0.002011983954830082,-0.001992845861060392,0.00028687535099208367,0.00011197942435245183
1996-01-18,0.006421644753695445,0.001147404074818115,0.0025057104532424275,0.0003882204934827347,0.0023703824760917687,0.0014466448584305287
1996-01-19,0.003572724632128594,0.003953235043987391,0.009660891221869462,0.0024745972159987417,0.0010556784365077045,0.005351941961267472
1996-01-22,0.0022421398659558736,-7.298542605161294e-05,0.002117025191553507,-0.00030780724006178924,7.613488058446272e-05,-0.0002765985486458899
1996-01-23,-0.001075259324091367,-0.00019005833509179755,-0.0014111499538782871,0.00014397193028525376,2.7100568144145074e-05,0.00013930758581153245
1996-01-24,-0.0019060505273023427,-0.0012480697565525835,-0.002077342906678912,-0.0011083546582033174,-0.0014607040010699635,-0.003503913799099691
1996-01-25,3.6715215306280356e-05,0.0017642484205229359,0.00038354480534366967,0.004478329815764645,0.0031922429671064835,0.00356239598529888
1996-01-26,0.0012093735607678,-0.000486636053330421,0.0015538066154169004,-0.002150200493702059,-0.0008472637189647986,-0.0010712835294385387
1996-01-29,0.0023246503925962603,0.0018651718717244644,0.0040956328537712725,0.0006772803814623878,0.001644463597622273,0.0015616987057442775
1996-01-30,-0.003994689863776831,-0.003419845852350463,-0.004910131936164162,0.0011099237298982044,0.0011275188162388331,0.00567439656854084
1996-01-31,-0.005829034833925243,-0.003959045443406674,-0.008402219601930671,-0.001168739044744814,-0.0048385291883152855,-0.005248885204708055
1996-02-01,-0.0007247207199591654,-0.0018919822207103417,-0.0025956954643696095,-7.156786384253136e-05,0.0034421246500037413,0.0028602999930549483
1996-02-02,-0.0009281512104977675,-0.0004793511915061568,-0.0014974998196324422,-0.001943382267867863,-0.0017400950913594568,-0.0011779862411556926
1996-02-05,-0.0014307626113421008,-0.00332909787631539,-0.004421027948600034,0.0005038242969078551,0.0006936981922729362,0.0041802588964207936
1996-02-06,-0.007262343825886301,-0.009522345705007037,-0.011114101490132474,-0.010588723330462816,-0.011742233314803252,-0.020581033952941655
1996-02-07,0.0014334910785240105,-0.0011754973293029859,-0.0038913012886889315,-0.003144859031509929,-0.004728898347438015,-0.0059116599053136
1996-02-08,-0.007366270654915343,-0.006701829178618426,-0.007330479697089931,-0.007535191097008371,-0.007497818061362033,-0.015122775250408104
1996-02-09,-0.0002392031927304018,-0.0028742200104159444,-0.0035812673295946007,-0.004838844672741823,-0.006562952477979357,-0.011407061930492651
1996-02-12,-0.0028511100863208914,-0.002718794780766867,-0.0019233290901228693,-0.0030503800102263472,-0.0031575962347186017,-0.0071020358904251984
1996-02-13,0.005863057816514049,0.0015289245121129559,0.00045968145525581116,0.0018525574421961058,0.002582268842304952,0.006005264715213819
1996-02-14,-0.0030102928126960866,-0.0024641763998665303,-0.00042359778534813717,-0.00047432013761859206,-0.0012525173179718336,-0.0011950226216522711
1996-02-15,0.0006920347352048678,-0.0023708352234708845,-0.002758390985247935,-0.007603869195168347,-0.007612293079555885,-0.021611521601907612
1996-02-16,0.00566474471132326,0.005202831908530549,0.0012932983965013147,0.005065857039023375,0.00539285360321702,0.016158971531266043
1996-02-20,0.0003475679781962728,0.0025302298585606754,-0.0018238010140425535,-0.0023871562908840535,-0.003001005658914244,-0.004831963968810802
1996-02-21,0.004745651598493643,0.005652723941289742,0.006649606969920448,0.009469095872099317,0.01053690710186234,0.022874281647387744
1996-02-22,-0.008028056127057509,-0.00646621540398344,-0.008632259266971629,-0.004655677877525245,-0.0025651781370390086,-0.005815566555086399
1996-02-23,0.0006330371111051096,-0.002736769069494569,-0.004153264839295668,-0.0047170258863183856,-0.005838014612878203,-0.012967845101096078
1996-02-26,-0.008691143190204581,-0.004208452485133043,-0.004855375207497614,0.0002323145718267328,0.002350294654038491,0.009075408694441957
1996-02-27,-0.0002972580611499906,-0.0029469826030112624,-0.00154124466925279,-0.004123927465566293,-0.008030849763523109,-0.01952680780143878
1996-02-28,0.0004448685057789236,0.0014577726009478299,-5.423424534967551e-05,-0.0011597285254998113,-0.0013456732872486911,-0.003339366406957218
1996-02-29,-0.0012430263946413475,-0.0034203985397556766,-0.003767735940088614,-0.0021252529158217203,-0.0009411880464453878,-0.0021083479114889473
1996-03-01,-0.0009592509265063379,-0.0016582972997418767,-0.0011683379128625568,-0.002758255656706147,-0.005025738184057112,-0.011998800651052641
1996-03-04,0.0005504179416092783,0.0022997663106084933,0.001461604262950747,0.00039060621854734027,-0.000520757764273713,-0.0012193187001553136
1996-03-05,-0.0002558058812181271,-0.000940712673501264,-0.0008476164207711841,-0.0011819695548744894,-0.0024159178931718126,-0.0059437576038823365
1996-03-06,-0.00033207621448456265,0.0007514150256816366,0.0005795084445863791,0.0006380853503717078,0.0007886265886837435,0.002226628309107987
1996-03-07,0.001668230305976689,-8.735882334025543e-05,0.00029961419138503686,-0.00024130782595181076,-0.00013317584819917179,-0.0003626065182808022
1996-03-08,-0.03559155481995978,-0.02434692670141576,-0.01994284435275938,-0.01680498469899861,-0.01218326024799582,-0.03347340052246304
1996-03-11,0.012322934780846574,0.0021120267540679816,-0.00371025017976013,-0.0027172396789108353,0.005827912443040555,0.01430439241995779
1996-03-12,0.001221833508034693,0.005018817417804573,0.002272226073165265,0.0007759192099635544,-0.0008898365910522685,-0.0005080482340692635
1996-03-13,0.005012953142750059,0.0027194508549666313,0.0009945829531394154,0.00023175387194429933,0.00047916780865243946,-0.00023271628381566246
1996-03-14,0.009150885529444026,0.007135156007485539,0.006911493047590196,0.007621167877722659,0.006858318707565899,0.0172958506378517
1996-03-15,0.006664126787091505,0.004856743330378857,0.004387833619445508,0.003956574383850818,-0.00041087408266946094,-0.0023021354804877605
1996-03-18,-0.014715642065299954,-0.012108829234098352,-0.009431553923743678,-0.007564801593503625,-0.0033139448969639524,-0.006843448836833107
1996-03-19,-0.004426591693214888,-0.004046667701019263,-0.004057504622261898,-0.006119842365883309,-0.0047537894495273,-0.014291074688211081
1996-03-20,-0.0007474951141130865,-0.0009381856721125224,-0.0011315858538060621,-0.0022330490405993355,-0.0015944983114293326,-0.003852201035016699
1996-03-21,0.0030350311090569814,0.005720455151297537,0.0029764665103988903,0.004612875506199115,0.0015365154993003058,-2.239235042387057e-05
1996-03-22,0.003907659533799535,0.004563538281161129,0.005125157695290877,0.0034604203947556874,0.0020771954963648533,0.007996010371873476
1996-03-25,-0.00010713442119235094,-0.0005454817810723556,-0.0001606857053326035,-0.0013393596658144798,-0.0033035696437856703,-0.010635120900064049
1996-03-26,-0.0012381664584618943,-0.0011371186017703557,-0.001655951751144512,0.0021499776439271676,0.0020886360319660184,0.000896024955418166
1996-03-27,-0.0006404462972082099,-0.0004863219511668239,-0.00013924722335050593,-0.005253653198453952,-0.005282208470143736,-0.010562028740731332
1996-03-28,0.0009071092528219025,0.0010456335996643067,0.0011358117284577,0.005722255298597516,-0.009611697662819076,-0.009783797779673187
1996-03-29,0.0005696266322588651,0.0008022509547433485,-8.449255910708222e-05,0.0006634696805988855,-0.0006779884707809624,-0.0006477604342646239
1996-04-01,0.0016367930602163017,-0.0004357907967467569,0.0009576127906629581,-0.0010096974648699524,-0.0006062957536647536,0.000646897645724676
1996-04-02,0.008960037109187356,0.0067283237390563045,0.012154946343580001,0.005502292676027074,0.003150365349466794,0.011402994129193786
1996-04-03,0.0025389643266826006,0.0036492508360666137,0.004926916907796354,-0.000942779652789715,0.004747875373785306,0.007759362550896348
1996-04-04,0.00028204102376483935,0.0005761062594246489,0.00020698339591721396,0.0016163183643001756,-0.0031419678766064617,-0.004062311096303892
1996-04-08,-0.005753168755690231,-0.005173840534170706,-0.005699959112252435,-0.002824462439884611,-0.006957113199106125,-0.015395103302095323
1996-04-09,0.005792036003213173,0.007825806576798306,0.013124149591818035,0.006456016702949701,0.0106466502929084,0.025116530686206236
1996-04-10,-0.01625740891358069,-0.015978080692594827,-0.02917472702655851,-0.0036355698827179096,-0.004098311547756569,-0.010826116919267924
1996-04-11,0.01098863115765519,0.008248832448546227,0.016300713031185746,0.008933117535512613,0.013337668985126106,0.01774222043473946
1996-04-12,0.005675764435778325,0.004614078949939539,0.009087758688097573,0.0036664807173360297,0.001913214194054026,0.004432431254638423
1996-04-15,0.002624725249751953,0.003229256354640011,0.006738246180816836,0.0013632705618307815,0.0016634760448842345,0.004223438082832284
1996-04-16,0.0028555141046748157,0.0016186353237231824,0.003859562881051809,0.003550424132807061,0.006515186254351485,0.014380484897804484
1996-04-17,0.0035060407870449116,-1.735857364048615e-05,0.0005548687092958438,0.0009624987949849885,5.5178197971435367e-05,0.0010559950087350371
1996-04-18,0.006488215098865267,0.002232469730885778,0.004797738651766335,0.0016706022720417086,0.0011541925130820175,0.0025614871270570206
1996-04-19,0.005921719406797827,0.005888793208842478,0.014216687569589432,0.004392038678184236,0.005953646529584012,0.014281533749992997
1996-04-22,0.002283637704492243,0.0020240374816025003,0.005170126811663352,0.002164235360734684,0.002135365489879139,0.0023574076176627033
1996-04-23,0.0002367438039381932,-0.00040380148019569914,0.00028998096840116277,-0.0010654020557358806,-0.0013669287772041562,-0.0015202017931149566
1996-04-24,0.0012326967746422851,0.0013004172219304654,0.0015240984757943696,0.0025979429062829747,0.0017987015556839372,0.004247994250490757
1996-04-25,0.0010290424515203153,0.0017243464760739013,0.001515043641978064,-0.00011350784123189313,0.0004285415199250935,-0.0003168279423285179
1996-04-26,0.0008420523263719423,-0.001262721263540678,0.00013651096074945615,-0.0002555043675536256,0.0014024570034543433,0.0016501397852476726
1996-04-29,0.00022067612698416968,0.003450059612632925,0.0014268827854941018,0.0007915663075905351,-0.00028314828735092446,0.0006506057766039061
1996-04-30,-0.0014056090733160984,-0.0010848030015716335,-0.0028618683734372547,6.783401024462317e-05,-0.000645960267884626,-0.00017598956268805274
1996-05-01,0.0008200130401544802,-0.00020631692071584228,0.0010857417634702233,-0.002866253079337194,-0.0037734198649147996,-0.009051578716550738
1996-05-02,-0.008726629417435933,-0.008139500398323183,-0.014779111847357387,-0.003541389694134736,-0.010413730576924156,-0.01854565047878027
1996-05-03,0.008046352492914272,0.0076972437338825835,0.014391455010664895,0.0041739461002531075,0.003527615655777014,0.005266258337614508
1996-05-06,0.004947469050142761,0.002122660640058702,0.0055910593827467004,0.001487215738659859,0.00045310125765705734,0.001186479779743595
1996-05-07,0.0007963341919051263,0.0005829155282814479,0.001642399662976149,0.00020095317445963502,2.5774649704826306e-05,0.00015919090168825726
1996-05-08,0.001105235539321938,0.0007807406035502416,0.0016311799313559717,-0.002765734531926376,-0.004135701077786329,-0.00949009847872155
1996-05-09,-0.0032696617792677615,-0.003066405830476894,-0.006475704053519448,-0.0018923774149812616,-0.002655643066627368,-0.0050196481781138195
1996-05-10,-0.0010215542498315286,0.0007589811416138891,-0.0009865549806879572,0.0014531971588954906,9.778511331442486e-05,0.0029135026999698426
1996-05-13,-0.009216335192449049,-0.0037582441594338476,-0.0011713999550757995,-0.000730041365194799,-0.0006893506056823147,-0.0021503375751722445
1996-05-14,0.0008779696974486208,-9.788344690477672e-05,0.0010030842982238254,0.0009845385531501718,0.0007673379081407885,0.0029417348869621726
1996-05-15,0.0036465659488747948,-0.0016239853501498933,-0.0023305588467255065,-0.0030448622394001414,-0.003621556693818039,-0.007755227428938603
1996-05-16,0.007341797896410709,0.0018158382964821311,0.001632965068879543,0.00018260664041229931,0.0014862098312554521,0.001494041757479916
1996-05-17,-0.0015200912773573763,0.0001066766078500343,-0.00035233800234492476,8.698582643302044e-05,0.00033342420504403055,0.00044510389963331313
1996-05-20,-0.0028505537309030534,-0.004218528413353931,-0.0015385669373140076,-0.001009188337912949,-0.0014637779649159955,-0.0021226590193361484
1996-05-21,-0.0017389392661247955,-0.0020868084616570645,-0.0014937633755154117,-0.003078613022377784,-0.008321351265740304,-0.012994497453437294
1996-05-22,-0.00013235236341097492,-6.567982762855612e-05,-1.5982423277250886e-05,0.001572687953968955,0.0034552486727249354,0.0017291116129689017
1996-05-23,-0.0026147079446157476,-0.003987383679634085,-0.0031156737036861595,-0.0035284071228605784,-0.005387081531407914,-0.004445909945272781
1996-05-24,0.0013848936642699098,-0.004953767121248068,0.0008557603219521173,2.3081483981391196e-05,-0.0016457071660885341,-0.004417763298749365
1996-05-28,-0.0002165327564610697,-0.0017416589597588899,-0.0031857519915855035,-0.002333504499925759,-0.005776653197718962,-0.009411191043075102
1996-05-29,-0.00024120862758655255,-0.0014761633407922145,-0.0014214593628669018,-0.0007845780380649591,0.0005535456970270191,-0.0008884643523617232
1996-05-30,0.004182140329269747,0.002801556559567861,0.00247978654010283,0.002007452770567086,-0.0017637943380459239,-3.235266188833145e-05
1996-05-31,0.00046689188247721667,0.0018910613615002274,0.0005813759756986227,0.0004923769341303169,0.0030572228109800284,0.007383383466119091
1996-06-03,0.0017041240038815316,0.002475712107873428,0.002258317237987885,0.0021644078563275073,0.0021483380442860636,0.002644693739297021
1996-06-04,0.0004324580248335928,0.0004989998338651931,0.00027844167269669873,-0.0007728754554112458,-0.0026739302513951973,7.616727727564814e-06
1996-06-05,-0.002268874595503062,-0.0027664680194727414,-0.0030271720923113385,-0.0022414398157525705,0.0002952272069327386,0.0007446717709312311
1996-06-06,-0.0021572052201028003,-0.0015109032759255201,-0.0008471486630630474,-0.0005767178381415721,-0.0014021194734070658,-0.0023680933149860693
1996-06-07,0.005924096126876417,0.004018510752711726,0.0038216541623235525,0.003880172993507739,0.0016929020151642679,0.0015919738809808245
1996-06-10,0.0012172398580759711,0.0013797292200251271,0.000634116003964038,-0.0006659657357919629,-0.0020107174847813756,-0.0038702130168365434
1996-06-11,0.003624914958189779,0.0011550093371734537,0.0013893885400590006,0.0017891453214217588,0.004426460205355463,0.0014684936232708255
1996-06-12,0.00011173921216883592,0.0006520833276325526,-0.00015068191938470506,-0.0013999013536970314,-0.002318124586246938,-0.006680495627409502
1996-06-13,0.0024896132856840262,0.0008211277328844353,0.00017518313576022945,0.0002858700215103909,3.225266115817101e-05,-0.00048704872476000376
1996-06-14,0.004888563605032848,0.002300149458163352,-0.00023025869387467563,0.00042029686679290055,0.0005362565097858207,0.002232192911613804
1996-06-17,0.007602004893489843,0.003185052093163916,0.0035505706950308517,0.0011948947185835713,-3.9466665629973636e-05,-0.0008251441950934208
1996-06-18,0.00416752160692271,0.002223526355787905,7.248845887561935e-05,0.0006817873148062971,-1.482235810365599e-05,-0.0027782629005433956
1996-06-19,0.0043920961746227935,0.0013169126105211449,0.0013246479670524743,0.0013493359860667039,0.0012696928611500135,0.0036877353276206057
1996-06-20,0.007823735758411818,0.005095043394605003,0.003850578742318217,0.0037785150389755312,0.004799727553883911,0.01667161105478966
1996-06-21,0.003416803652647609,0.003934218479940756,0.003786856755869051,0.003260648136163686,0.0007898119584247829,-0.004820596583880986
1996-06-24,0.0011486492862853744,0.0015861341624477698,0.0011874462415740659,0.0018812530328323283,0.00037921537893790435,0.0008617145640807864
1996-06-25,0.0038699075456676245,0.003675991212971554,0.004126282488382551,0.004232857890124956,0.004229864151233873,0.012246071221588642
1996-06-26,0.0029407447386009537,0.0042818980067392855,0.0034050330589651904,0.003307594933076472,0.0032959952250360344,0.00324859379190831
1996-06-27,0.006306099260862554,0.007072481019326214,0.008125933184551987,0.01356738140441515,0.01737223610440338,0.017414022869508296
1996-06-28,0.0016449677580594349,0.0021891831651360866,0.001572307087167663,0.0005388357927579729,0.0018260986079040346,0.0004954098670801305
1996-07-01,0.0012285818907327168,0.0017829871080366076,0.0021734993419289163,0.0024630173859566495,-0.0026409025445760545,0.00257744320941921
1996-07-02,-0.0007795362321877669,-0.0018305150270053196,-0.001613065316513271,-0.0014424835596702535,0.00036569065799339073,-0.0007791038268085705
1996-07-03,0.002077990820771093,-0.0008698209637261798,-0.00022261866813567388,-0.0029169758600520778,-0.0029529854048021805,-0.003458204575695786
1996-07-05,-0.014975018279101967,-0.012185347606075559,-0.01799632314747697,-0.001854230448326338,0.0048543824913206855,-0.0012442064039515025
